Gene	NAME	ERR688513.kegg.e-15.m8-hit-keg-cat	ERR688523.kegg.e-15.m8-hit-keg-cat	ERR688534.kegg.e-15.m8-hit-keg-cat	ERR688548.kegg.e-15.m8-hit-keg-cat	ERR688557.kegg.e-15.m8-hit-keg-cat	ERR688560.kegg.e-15.m8-hit-keg-cat	ERR688561.kegg.e-15.m8-hit-keg-cat	ERR688574.kegg.e-15.m8-hit-keg-cat	ERR688580.kegg.e-15.m8-hit-keg-cat	ERR688581.kegg.e-15.m8-hit-keg-cat	ERR688589.kegg.e-15.m8-hit-keg-cat	ERR688613.kegg.e-15.m8-hit-keg-cat	ERR688615.kegg.e-15.m8-hit-keg-cat	ERR688623.kegg.e-15.m8-hit-keg-cat	ERR688627.kegg.e-15.m8-hit-keg-cat	ERR688632.kegg.e-15.m8-hit-keg-cat	ERR688635.kegg.e-15.m8-hit-keg-cat	ERR688638.kegg.e-15.m8-hit-keg-cat	ERR688642.kegg.e-15.m8-hit-keg-cat	ERR688650.kegg.e-15.m8-hit-keg-cat	ERR710424.kegg.e-15.m8-hit-keg-cat	ERR710426.kegg.e-15.m8-hit-keg-cat	ERR710427.kegg.e-15.m8-hit-keg-cat	ERR710428.kegg.e-15.m8-hit-keg-cat	ERR710429.kegg.e-15.m8-hit-keg-cat	ERR710430.kegg.e-15.m8-hit-keg-cat	ERR710431.kegg.e-15.m8-hit-keg-cat	ERR710432.kegg.e-15.m8-hit-keg-cat	mock_even_lc-hit-keg-cat
K02117	K02117: V-type H+-transporting ATPase subunit A	0.000410686	0	0.000388435	0.000339415	0.000324458	0.000260486	0.00029652	0.000392412	0.000440179	0.000364595	0.000383142	0.000275051	0.000378478	0.00048234	0.00043956	0.000407908	0	0.000356789	0.000403704	0.000449958	0.000476466	0.000443249	0.00033245	0.000398253	0.000310009	0.000453173	0.000445415	0.00042401	0.000239603
K02118	K02118: V-type H+-transporting ATPase subunit B	0.000447037	0	0.000411237	0.000442413	0.000388216	0.000281233	0.000338195	0.00047825	0.000540446	0.000401603	0.000413942	0.000298343	0.000400851	0.000526453	0.000425516	0.000448903	0	0.000336678	0.000397495	0.000485853	0.000664702	0.000458445	0.000349466	0.000405714	0.000363094	0.000339173	0.000430437	0.000452273	0.000572591
K02119	K02119: V-type H+-transporting ATPase subunit C	0.000345039	0	0.000275608	0.000334511	0.000328379	0.000301852	0.000351635	0.000317173	0.000269629	0.000240985	0.000213395	0.000214861	0.000407241	0.000306638	0.000205914	0.000240299	0	9.68E-05	0.000212898	0.000257894	0.000115119	0.00039619	0.00015189	0.000261519	0.000212377	0.000336372	0.000174212	0.000183635	0
K02120	K02120: V-type H+-transporting ATPase subunit D	0.0006803	0	0.000585045	0.000595737	0.000466317	0.000508051	0.000562224	0.000759696	0.000699494	0.00066223	0.000549099	0.00048911	0.000657336	0.000705839	0.000682796	0.000681896	0	0.000454127	0.000535053	0.00074344	0.000704241	0.000820368	0.000525186	0.000634115	0.000504483	0.000760546	0.000562916	0.000648697	0
K02121	K02121: V-type H+-transporting ATPase subunit E	0.000306484	0	0.000376049	0.000390254	0.000357485	0.000370315	0.000462086	0.000395175	0.000407973	0.000491639	0.000331285	0.000269989	0.000460967	0.000434493	0.00038903	0.000352977	0	0.000248712	0.000389689	0.000392252	0.000320839	0.000571013	0.000326324	0.000375303	0.000423328	0.000299266	0.000330446	0.000352229	0.00034921
K02122	K02122: V-type H+-transporting ATPase subunit F	0.000841334	0	0.000658034	0.000713879	0.000956874	0.000856871	0.000891642	0.000772644	0.000678546	0.000582804	0.000556404	0.000660919	0.000854249	0.000856639	0.000672537	0.000670305	0	0.000308213	0.000576501	0.000676674	0.000103096	0.00112267	0.000448618	0.000673454	0.000542836	0.00080228	0.000402283	0.000424824	0
K02123	K02123: V-type H+-transporting ATPase subunit I	0.000320883	0	0.000307418	0.000295362	0.000369494	0.000210521	0.000312776	0.000281608	0.000315231	0.000292799	0.000268666	0.000197191	0.000300127	0.000330482	0.000291171	0.00029864	0	0.000239002	0.000281586	0.000343355	0.000316862	0.000346474	0.000261539	0.00030318	0.000266972	0.000329396	0.000359472	0.000386322	0.000207
K02124	K02124: V-type H+-transporting ATPase subunit K	0.000844139	0	0.000675829	0.000669197	0.000751584	0.000657097	0.000735681	0.00074596	0.000828497	0.000801277	0.000704585	0.000574962	0.000698994	0.000807162	0.000718892	0.000732502	0	0.00031067	0.000824005	0.000850924	0.000629461	0.0010318	0.00067255	0.000891423	0.0006574	0.000796264	0.000547153	0.000515676	0.000427767
K02126	K02126: F-type H+-transporting ATPase subunit a	0	0	1.27E-05	0	0	0	0	0	0	0	0	0	0	0	7.97E-06	0	0	6.57E-05	0	0	0	0	0	0	0	0	0	0	0
K02128	K02128: F-type H+-transporting ATPase subunit c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106343	0	0	0	0	0	0	0	0	0	0	0
K02132	K02132: F-type H+-transporting ATPase subunit alpha	0	0	5.68E-06	0	0	0	0	1.29E-05	9.70E-06	6.83E-06	7.75E-06	4.46E-06	0	3.80E-06	1.20E-05	6.81E-06	0	0	4.38E-06	0	5.54E-05	4.72E-06	9.79E-06	3.70E-06	0	8.03E-06	0	0	0
K02133	K02133: F-type H+-transporting ATPase subunit beta	2.48E-05	0	2.36E-05	3.49E-05	3.50E-05	4.36E-05	1.65E-05	5.18E-05	3.50E-05	3.62E-05	2.71E-05	2.80E-05	3.89E-05	1.64E-05	4.02E-05	3.10E-05	0	0	2.38E-05	2.49E-05	4.09E-05	2.64E-05	4.99E-05	2.00E-05	1.76E-05	6.06E-05	5.91E-05	2.00E-05	0
K02136	K02136: F-type H+-transporting ATPase subunit gamma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.46E-06	0	0	0	0	0	0
K02137	K02137: F-type H+-transporting ATPase oligomycin sensitivity conferral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.86E-06	0	0	0	0	0	0
K02145	K02145: V-type H+-transporting ATPase subunit A	0	0	4.66E-06	0	7.26E-06	0	0	5.41E-06	0	3.22E-06	0	0	0	9.79E-06	8.91E-06	6.04E-06	0	0	3.13E-06	1.28E-05	0	0	5.49E-06	3.42E-06	6.51E-06	0	9.61E-06	0	0
K02147	K02147: V-type H+-transporting ATPase subunit B	0	0	6.45E-06	7.36E-06	8.92E-06	9.23E-06	0	7.35E-06	5.24E-06	1.17E-05	3.74E-05	9.85E-06	2.50E-05	8.66E-06	1.08E-05	1.85E-05	0	0	4.97E-06	5.28E-06	0	1.07E-05	1.48E-05	4.19E-06	9.28E-06	4.56E-05	3.56E-05	2.20E-05	0
K02160	K02160: acetyl-CoA carboxylase biotin carboxyl carrier protein	0.000523186	0	0.000500065	0.000569929	0.000657147	0.000722691	0.000996789	0.000387961	0.000403985	0.00032698	0.000361633	0.000663877	0.00073863	0.000493151	0.000307512	0.000306351	0	0.000508119	0.000349559	0.000441876	0.000136243	0.000666765	0.000368084	0.000484782	0.000438214	0.000573986	0.000303189	0.000291185	2.45E-05
K02167	K02167: TetR/AcrR family transcriptional regulator- transcriptional	4.33E-05	0	4.83E-05	1.84E-05	4.44E-05	2.32E-05	4.58E-05	0	1.31E-05	9.74E-06	0	2.43E-05	0	0	0	0	0	8.00E-05	1.25E-05	0	0	0	0	1.04E-05	2.33E-05	2.29E-05	0	0	0
K02168	K02168: high-affinity choline transport protein	6.05E-05	0	4.11E-05	1.55E-05	5.12E-05	3.44E-05	9.82E-05	3.28E-06	1.35E-05	2.45E-05	1.68E-05	2.21E-05	3.81E-05	1.65E-05	7.89E-06	2.74E-06	0	7.40E-05	2.72E-05	3.93E-06	0	2.59E-05	5.73E-06	1.58E-05	1.46E-05	4.75E-05	0	1.07E-05	0.00030934
K02169	K02169: biotin synthesis protein BioC	7.74E-05	0	8.29E-05	4.42E-05	3.58E-05	1.86E-05	3.67E-05	0.000108612	4.58E-05	0.00010863	3.85E-05	2.82E-05	0	4.69E-05	9.52E-05	0.000103655	0	0.000127329	7.84E-05	0.000153382	0.000125192	0.000100634	0.000122372	0.000113957	8.22E-05	1.83E-05	0.000103525	0.000151093	0.000221515
K02170	K02170: biotin biosynthesis protein BioH	3.35E-05	0	5.04E-05	1.45E-05	3.46E-05	1.82E-05	3.60E-05	0	1.01E-05	7.64E-06	0	1.90E-05	0	0	0	1.44E-05	0	9.46E-05	9.58E-06	0	0	0	0	8.27E-06	9.12E-06	1.80E-05	2.17E-05	1.34E-05	0.00012023
K02171	K02171: penicillinase repressor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005381
K02172	K02172: bla regulator protein blaR1	2.96E-05	0	2.21E-05	1.26E-05	2.29E-05	2.37E-05	0	1.87E-05	1.34E-05	9.97E-06	1.76E-05	2.08E-05	3.57E-05	2.58E-05	1.22E-05	1.57E-05	0	1.37E-05	8.53E-06	2.20E-05	3.57E-05	3.67E-05	2.53E-05	2.52E-05	2.40E-05	2.34E-05	6.07E-05	1.88E-05	0
K02173	K02173: hypothetical protein	5.11E-05	0	5.41E-05	4.34E-05	7.05E-05	3.82E-05	7.54E-05	4.30E-05	3.20E-05	1.60E-05	5.63E-05	4.73E-05	6.71E-05	4.29E-05	7.15E-06	7.34E-06	0	3.41E-05	2.06E-05	4.14E-05	4.17E-05	4.32E-05	2.14E-05	1.59E-05	1.92E-05	5.52E-05	0	1.47E-05	0
K02182	K02182: crotonobetaine/carnitine-CoA ligase	3.27E-05	0	1.86E-05	4.26E-05	5.13E-05	2.69E-05	3.48E-05	1.75E-05	5.05E-06	2.98E-05	1.59E-05	1.90E-05	1.62E-05	2.47E-05	6.98E-06	1.43E-05	0	1.55E-05	1.45E-05	2.95E-05	0	2.05E-05	1.07E-05	1.19E-05	4.56E-06	2.63E-05	1.14E-05	7.16E-06	0.00013429
K02188	K02188: cobalamin biosynthesis protein CbiD	0.000322696	0	0.000329203	0.00036152	0.000250786	0.00032605	0.000217281	0.000266306	0.000384538	0.000287177	0.000206105	0.000331787	0.00032219	0.000312311	0.000282952	0.000329414	0	9.94E-05	0.000292129	0.000400129	0.000426387	0.000293481	0.00029997	0.000335792	0.000371683	0.000320403	0.000358517	0.000285923	0.000537363
K02189	K02189: cobalamin biosynthesis protein CbiG	0.000350139	0	0.000226612	0.000289316	0.000251572	0.000333758	0.000154	0.000196964	0.000280633	0.00025181	0.000191251	0.000326433	0.000305328	0.00023636	0.000253457	0.000246104	0	6.74E-05	0.000208034	0.000272029	0.000178953	0.000234705	0.000221493	0.000237228	0.00028653	0.000296146	0.000294828	0.000195352	0.000175237
K02190	K02190: sirohydrochlorin cobaltochelatase	0.000478999	0	0.000400392	0.000442528	0.000408676	0.000500598	0.0003867	0.000358108	0.000389279	0.000396775	0.000314585	0.000457544	0.000365422	0.000384074	0.000394794	0.000393302	0	0.000235423	0.000321187	0.000405999	0.000518161	0.000526258	0.000383871	0.000472857	0.000411941	0.000403029	0.000482042	0.000195887	0
K02191	K02191: precorrin-8W decarboxylase	6.80E-05	0	5.08E-05	3.73E-05	4.84E-05	7.23E-05	0.000141528	2.77E-05	5.42E-05	0.000111343	4.30E-05	5.17E-05	0.000131286	6.79E-05	5.63E-05	5.67E-05	0	0.000129295	6.45E-05	1.33E-05	5.23E-05	2.74E-05	2.81E-05	5.45E-05	9.80E-05	0.000119071	2.96E-05	5.64E-05	0.000355687
K02192	K02192: bacterioferritin-associated ferredoxin	0.000136222	0	0.000101721	0.000115694	0.000140268	7.28E-05	0.000143879	0	4.12E-05	3.06E-05	0	7.67E-05	7.38E-05	0	0	0	0	0.000252566	7.85E-05	0	0	0	0	0	3.67E-05	0	0	0	0
K02193	K02193: heme exporter ATP-binding protein CcmA	3.83E-05	0	4.73E-05	1.79E-05	4.35E-05	4.39E-05	4.45E-05	1.73E-05	2.48E-05	1.84E-05	0	1.19E-05	0	0	8.22E-06	0	0	3.90E-05	2.44E-05	2.48E-05	0	3.81E-05	8.86E-06	0	0	2.22E-05	0	1.69E-05	2.21E-05
K02194	K02194: heme exporter membrane protein CcmB	5.81E-05	0	5.71E-05	4.81E-05	7.98E-05	8.17E-05	8.07E-05	3.13E-05	4.54E-05	2.58E-05	2.63E-05	5.26E-05	8.90E-05	2.75E-05	3.13E-05	1.56E-05	0	3.67E-05	6.43E-05	4.60E-05	4.21E-05	5.82E-05	1.63E-05	1.89E-05	2.93E-05	1.94E-05	2.51E-05	1.56E-05	0
K02195	K02195: heme exporter membrane protein CcmC	8.32E-05	0	8.17E-05	5.40E-05	7.05E-05	5.57E-05	7.24E-05	4.65E-05	8.26E-05	6.93E-05	2.51E-05	6.11E-05	9.94E-05	4.41E-05	5.74E-05	4.82E-05	0	4.92E-05	6.35E-05	0.000109554	2.25E-05	5.19E-05	4.83E-05	5.39E-05	4.01E-05	3.62E-05	1.27E-05	7.25E-05	0.000107661
K02196	K02196: cytochrome c-type biogenesis protein CcmD	0.000130383	0	8.93E-05	5.29E-05	0.000128245	0.000135146	0.000131547	0	3.77E-05	2.80E-05	0	6.74E-05	0	0	0	0	0	0.000115459	3.59E-05	3.71E-05	0	0	0	0	0	0	0	0	0
K02197	K02197: cytochrome c-type biogenesis protein CcmE	7.44E-05	0	7.12E-05	9.00E-05	9.46E-05	0.000119321	9.92E-05	5.84E-05	6.94E-05	5.32E-05	2.81E-05	3.76E-05	0.000113705	2.93E-05	2.80E-05	1.35E-05	0	5.08E-05	6.09E-05	2.92E-05	0	3.63E-05	8.42E-06	9.49E-06	2.12E-05	2.06E-05	0	6.02E-05	0
K02198	K02198: cytochrome c-type biogenesis protein CcmF	4.60E-05	0	5.07E-05	3.40E-05	3.86E-05	5.35E-05	3.96E-05	4.44E-05	6.60E-05	6.55E-05	2.05E-05	2.39E-05	6.43E-05	3.96E-05	3.40E-05	4.50E-05	0	2.98E-05	5.92E-05	9.35E-05	2.25E-05	5.90E-05	4.47E-05	6.42E-05	3.64E-05	3.21E-05	1.27E-05	7.49E-05	0.000237991
K02199	K02199: cytochrome c biogenesis protein CcmG- thiol:disulfide interchange	4.74E-05	0	5.30E-05	4.02E-05	4.85E-05	7.74E-05	4.98E-05	0	1.42E-05	3.20E-05	2.32E-05	2.67E-05	0	1.19E-05	1.02E-05	2.07E-05	0	4.37E-05	1.36E-05	4.13E-05	0	3.01E-05	4.15E-05	3.46E-05	0	2.52E-05	0	0	0
K02200	K02200: cytochrome c-type biogenesis protein CcmH	9.95E-05	0	6.39E-05	2.55E-05	6.19E-05	8.98E-05	6.35E-05	0	1.82E-05	1.35E-05	0	1.69E-05	0	0	0	0	0	5.57E-05	1.73E-05	3.07E-05	0	0	3.41E-05	1.34E-05	0	0	0	0	0.000510806
K02201	K02201: pantetheine-phosphate adenylyltransferase	0	0	2.14E-05	0	0	0	0	0	1.76E-05	1.29E-05	1.39E-05	0	0	1.45E-05	1.20E-05	1.23E-05	0	0	3.33E-05	0	0.000139289	0	0	0	1.57E-05	0	0	2.46E-05	0
K02202	K02202: cyclin-dependent kinase 7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02203	K02203: phosphoserine / homoserine phosphotransferase	0.000234024	0	0.000271468	0.00048918	0.000306686	0.000272571	9.05E-05	0.000332284	0.000362259	0.000210547	0.000326184	0.000419833	0.000225345	0.000245946	0.000308802	0.00021771	0	0	0.000258938	0.000461014	0.000308337	0.00025054	0.000365247	0.000332068	0.000287984	0.000316419	0.00046917	0.000292399	0
K02204	K02204: homoserine kinase type II	0	0	0	0	0	0	0	5.65E-06	0	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	1.13E-05	6.58E-06	7.02E-06	1.38E-05	0	0	0.000218602
K02205	K02205: arginine/ornithine permease	0	0	0	0	0	0	1.93E-05	0	0	0	0	0	9.01E-06	0	0	0	0	1.75E-05	0	0	0	0	7.98E-06	0	0	0	0	0	2.76E-05
K02210	K02210: minichromosome maintenance protein 7 (cell division control protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52E-05	0	0	0	0	0	0	0	0
K02217	K02217: ferritin 1	0.000283589	0	0.000426063	0.000196951	0.000207878	0.0002453	0.000158577	0.000507825	0.00032806	0.000472725	0.00035749	0.000143669	0.00022278	0.000519526	0.000425648	0.000475048	0	0.000233543	0.000544635	0.000396235	0.000508444	0.000448725	0.000385699	0.000449051	0.000409958	0.000437171	0.000326721	0.000606316	5.15E-06
K02221	K02221: YggT family protein	0.000183357	0	0.000308373	0.000241824	0.000336697	0.000530731	0.000462783	0.000139364	0.000250884	0.000208653	0.000233193	0.0002306	0.000448351	0.000280678	0.000137238	0.000112395	0	0.000360806	0.000184731	8.22E-05	0	0.000210997	3.88E-05	0.000135441	0.000221317	0.000305405	0	0.000145374	0.00106498
K02223	K02223: circadian locomoter output cycles kaput protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96E-06	2.17E-06	0	0	0	0
K02224	K02224: hydrogenobyrinic acid a-c-diamide synthase	0.000360645	0	0.000318593	0.000260151	0.000283717	0.000255478	0.000233591	0.00029234	0.00036775	0.000288743	0.000228934	0.000333205	0.000288278	0.000271545	0.000306063	0.000275545	0	0.000227966	0.00028246	0.000383991	0.000317305	0.000319245	0.000327337	0.000339091	0.000345879	0.000298165	0.000499007	0.000311186	0.000563053
K02225	K02225: cobalamin biosynthetic protein CobC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171729
K02226	K02226: alpha-ribazole phosphatase	0.000297554	0	0.000304374	0.000417196	0.00034748	0.000431697	0.000318345	0.000352324	0.000456396	0.000335371	0.000265315	0.000543188	0.000309061	0.000353809	0.000302167	0.00033667	0	0.000121021	0.000345737	0.000500699	0.000359658	0.000289435	0.000398572	0.000396555	0.000463559	0.000427566	0.000433995	0.000180718	1.82E-05
K02227	K02227: adenosylcobinamide-phosphate synthase CobD	0.000413164	0	0.000345739	0.000283423	0.000345482	0.000351797	0.000198732	0.000308768	0.000425257	0.000394863	0.000264611	0.000442202	0.000322826	0.000286803	0.000335169	0.000342052	0	0.000149737	0.0002998	0.000421696	0.00045276	0.000415256	0.00035839	0.000401041	0.000402205	0.000420193	0.00043207	0.000352388	0.000213174
K02230	K02230: cobaltochelatase CobN	9.44E-05	0	7.08E-05	3.65E-05	3.62E-06	1.92E-05	2.25E-05	4.33E-05	3.44E-05	4.17E-05	4.33E-05	7.06E-06	2.22E-05	3.47E-05	4.61E-05	5.98E-05	0	0.00012995	4.67E-05	3.66E-05	0.000109068	3.87E-05	5.15E-05	6.02E-05	3.64E-05	1.37E-05	7.29E-05	7.88E-05	1.19E-08
K02231	K02231: adenosylcobinamide kinase / adenosylcobinamide-phosphate	0.000379021	0	0.000403809	0.000523147	0.000316674	0.00040442	0.000346267	0.00028569	0.000371144	0.000394009	0.000231182	0.000482127	0.000406932	0.000315112	0.000322734	0.000394875	0	0.00021455	0.000311557	0.000494562	0.000341337	0.00046741	0.000312363	0.000483837	0.000392715	0.000443554	0.000594663	0.000298395	6.31E-08
K02232	K02232: adenosylcobyric acid synthase	0.000382937	0	0.000354267	0.00027932	0.000219606	0.00029718	0.000147053	0.0002691	0.000328937	0.00031687	0.000238375	0.000300926	0.000243254	0.000250163	0.000349386	0.000322654	0	0.000187533	0.000254451	0.000384415	0.000458905	0.000302736	0.000336668	0.000295056	0.000302317	0.000301038	0.000510256	0.000324029	0.000161231
K02233	K02233: adenosylcobinamide-GDP ribazoletransferase	0.00034204	0	0.000386666	0.000497481	0.000357104	0.000412778	0.000217497	0.000345548	0.000442248	0.000400219	0.000336667	0.000505678	0.00036866	0.000343995	0.000355472	0.00036703	0	0.000191348	0.000336508	0.000416361	0.000462005	0.000469582	0.000366662	0.000456189	0.000414459	0.000340253	0.00040278	0.000407465	0
K02234	K02234: cobalamin biosynthesis protein CobW	3.72E-05	0	3.70E-05	4.18E-05	1.28E-05	3.99E-05	0	4.68E-05	3.74E-05	5.00E-05	2.95E-05	4.21E-05	2.56E-05	1.88E-05	5.13E-05	5.24E-05	0	4.53E-05	3.57E-05	3.68E-05	5.98E-05	4.60E-05	5.32E-05	3.61E-05	6.67E-05	1.30E-05	3.39E-05	4.20E-05	8.60E-05
K02236	K02236: leader peptidase (prepilin peptidase) / N-methyltransferase	3.71E-05	0	7.43E-05	1.68E-05	8.16E-05	0.000125028	0.00029171	1.47E-05	0	7.09E-05	9.66E-06	9.82E-06	3.86E-05	4.74E-05	1.46E-05	8.04E-06	0	0.000108651	3.25E-05	1.04E-05	0	1.26E-05	3.16E-05	1.92E-05	2.96E-05	2.09E-05	0	3.02E-05	0
K02237	K02237: competence protein ComEA	0.000456503	0	0.000346169	0.000477722	0.000573923	0.000607212	0.000655818	0.000294588	0.000336315	0.000386262	0.000349371	0.000500534	0.000633294	0.000342326	0.000260803	0.000243994	0	0.000466722	0.000265156	0.000303958	4.91E-05	0.00042847	0.000390826	0.000330302	0.000387071	0.000405579	0.000289859	0.000321076	0.000915978
K02238	K02238: competence protein ComEC	0.000489052	0	0.000453326	0.000507837	0.000467845	0.000667388	0.000439254	0.000569345	0.000538165	0.000543013	0.000626162	0.000669737	0.000506194	0.000503302	0.000536666	0.000529171	0	0.000358832	0.000459373	0.000443245	0.000459713	0.000485302	0.0004938	0.000548257	0.000550366	0.000613588	0.000480572	0.000566085	0.000875796
K02239	K02239: competence protein ComER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14E-07
K02240	K02240: competence protein ComFA	6.44E-05	0	5.91E-05	6.28E-05	7.45E-05	6.39E-05	0.000190016	3.58E-05	6.26E-06	5.02E-05	2.45E-05	2.49E-05	6.95E-05	4.01E-05	1.71E-05	2.99E-05	0	0.000187156	3.75E-05	1.25E-05	0	2.01E-05	9.40E-06	1.59E-05	2.67E-05	4.19E-05	1.35E-05	0	3.56E-07
K02242	K02242: competence protein ComFC	0.000114928	0	0.000100438	1.67E-05	0.000119461	0.000223656	0.000167442	5.41E-05	2.14E-05	7.80E-05	6.21E-05	3.09E-05	0.000130067	6.72E-05	6.95E-06	3.17E-05	0	0.00028917	3.36E-05	2.00E-05	4.65E-05	2.41E-05	3.37E-05	5.53E-05	7.71E-05	9.16E-05	5.37E-05	1.63E-05	0.000308721
K02243	K02243: competence protein ComGA	4.21E-05	0	5.14E-05	8.21E-05	8.29E-05	0.000102411	0.000203264	5.12E-06	7.53E-06	4.29E-05	1.33E-05	2.28E-05	6.48E-05	4.64E-05	0	2.22E-05	0	0.000219271	3.83E-05	0	0	2.45E-05	1.17E-05	1.99E-05	2.82E-05	2.76E-05	0	0	1.23E-06
K02244	K02244: competence protein ComGB	4.79E-05	0	5.46E-05	3.05E-05	5.09E-05	0.000121814	0.000205331	0	0	6.05E-05	1.14E-05	0	3.53E-05	3.10E-05	0	1.03E-05	0	0.000209659	2.83E-05	1.43E-05	0	1.47E-05	5.05E-06	3.01E-05	1.29E-05	2.50E-05	0	0	0
K02245	K02245: competence protein ComGC	8.19E-05	0	0.000182704	9.80E-05	0.000177332	0.000216914	0.000436896	5.40E-05	0	0.000146844	6.14E-05	2.23E-05	0.000154216	9.96E-05	1.80E-05	3.62E-05	0	0.000398434	2.28E-05	0	0	2.50E-05	1.72E-05	2.02E-05	6.66E-05	0	0	0	0
K02246	K02246: competence protein ComGD	8.86E-05	0	6.94E-05	5.21E-05	5.97E-05	9.90E-05	0.000195467	0	0	9.65E-05	1.46E-05	0	8.98E-05	3.12E-05	0	1.30E-05	0	0.000115482	0	0	0	1.90E-05	1.31E-05	1.49E-05	1.66E-05	3.24E-05	0	0	0
K02248	K02248: competence protein ComGF	5.88E-05	0	8.78E-05	4.97E-05	9.15E-05	9.33E-05	0.000434305	0	0	8.95E-05	2.79E-05	0	8.63E-05	1.42E-05	0	2.48E-05	0	0.000164689	0	0	0	1.77E-05	1.22E-05	2.84E-05	1.54E-05	3.01E-05	0	0	0
K02250	K02250: competence protein ComK	0	0	0	0	0	0	0	9.54E-06	0	0	1.08E-05	0	0	1.13E-05	2.09E-05	0	0	0	0	0	0	0	4.29E-05	1.10E-05	0	0	0	7.84E-05	0
K02255	K02255: ferritin-like protein 2	4.69E-05	0	5.80E-05	2.22E-05	5.38E-05	2.79E-05	5.51E-05	0	1.58E-05	1.17E-05	0	2.92E-05	0	0	0	0	0	0.000135278	1.50E-05	1.55E-05	0	0	0	0	1.41E-05	0	0	0	0
K02256	K02256: cytochrome c oxidase subunit I	0	0	6.08E-06	0	0	9.10E-06	0	0	0	0	9.91E-06	1.38E-05	0	0	0	0	0	4.45E-05	0	0	0	0	0	0	0	0	0	0	0
K02259	K02259: cytochrome c oxidase subunit XV assembly protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022157
K02261	K02261: cytochrome c oxidase subunit II	0	0	0	0	0	2.03E-05	0	0	0	0	0	0	1.70E-05	0	0	0	0	3.08E-05	0	0	0	0	0	0	0	0	0	0	0
K02262	K02262: cytochrome c oxidase subunit III	0	0	1.21E-05	0	0	1.79E-05	0	0	0	0	7.72E-06	1.85E-05	0	0	0	0	0	3.00E-05	0	0	0	0	0	0	0	0	0	0	0
K02274	K02274: cytochrome c oxidase subunit I	7.87E-06	0	0	0	0	9.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43E-06
K02275	K02275: cytochrome c oxidase subunit II	0	0	0	0	0	0	0	0	0	0	0	1.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150676
K02278	K02278: prepilin peptidase CpaA	8.31E-05	0	6.40E-05	7.06E-05	8.70E-05	3.28E-05	0	3.55E-05	3.48E-05	4.98E-05	2.75E-05	1.52E-05	4.88E-05	2.87E-05	4.59E-05	2.33E-05	0	0	4.49E-05	9.69E-05	0	0.000131732	5.81E-05	6.70E-05	8.72E-05	0.000143094	0.000111694	2.28E-05	0.000391744
K02279	K02279: pilus assembly protein CpaB	5.53E-05	0	0.00011663	0.000168741	0.000109518	9.42E-05	7.29E-05	0.000129039	0.000126423	0.000114673	0.000112103	0.000112848	0.000145185	0.000107479	0.000123236	0.000167291	0	2.38E-05	0.000146443	0.000224795	0.000109695	0.000157194	0.000115409	0.000139653	0.000139915	0.000120939	0.000153028	9.76E-05	0
K02280	K02280: pilus assembly protein CpaC	0	0	7.08E-06	0	0	0	0	0	0	0	0	0	0	0	6.11E-06	3.13E-06	0	2.74E-05	0	1.04E-05	0	0	0	0	0	0	2.02E-05	6.26E-06	0
K02281	K02281: pilus assembly protein CpaD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-05	0	0	0	0	0	0	0	0	0
K02282	K02282: pilus assembly protein CpaE	2.95E-05	0	4.67E-05	5.84E-05	5.15E-05	3.10E-05	4.22E-05	6.36E-05	4.68E-05	4.18E-05	2.42E-05	4.43E-05	3.71E-05	5.08E-05	4.30E-05	4.68E-05	0	0	7.48E-05	4.38E-05	2.58E-05	6.22E-05	4.41E-05	4.06E-05	4.79E-05	2.17E-05	9.64E-05	6.84E-05	0
K02283	K02283: pilus assembly protein CpaF	0.000368151	0	0.000418592	0.000481249	0.000508314	0.000375717	0.000361654	0.000523255	0.000357092	0.000389606	0.000439971	0.000518603	0.000509573	0.000434226	0.000475337	0.000431275	0	0.00016394	0.000377199	0.000573041	0.000350863	0.000448391	0.000523985	0.000422741	0.000434017	0.000422015	0.000734878	0.000491803	0.000131729
