ID,NAME,CSM5LLGB.kegg.e-40.m8-hit-keg-cat,CSM6J2H9.kegg.e-40.m8-hit-keg-cat,CSM79HGR.kegg.e-40.m8-hit-keg-cat,ESM5GEYX.kegg.e-40.m8-hit-keg-cat,ESM5GEYY.kegg.e-40.m8-hit-keg-cat,ESM5GEZ1.kegg.e-40.m8-hit-keg-cat,ESM5MEAB.kegg.e-40.m8-hit-keg-cat,ESM5MEB9.kegg.e-40.m8-hit-keg-cat,ESM5MEC7.kegg.e-40.m8-hit-keg-cat,ESM5MEDP.kegg.e-40.m8-hit-keg-cat,ESM5MEE2.kegg.e-40.m8-hit-keg-cat,ESM5MEEJ.kegg.e-40.m8-hit-keg-cat,ESM718U9.kegg.e-40.m8-hit-keg-cat,ESM7F5AE.kegg.e-40.m8-hit-keg-cat,HSM5MD6G.kegg.e-40.m8-hit-keg-cat,HSM5MD6S.kegg.e-40.m8-hit-keg-cat,HSM67VDR.kegg.e-40.m8-hit-keg-cat,HSM67VDT.kegg.e-40.m8-hit-keg-cat,HSM6XRQC.kegg.e-40.m8-hit-keg-cat,HSM6XRTE.kegg.e-40.m8-hit-keg-cat,HSM7CZ2X.kegg.e-40.m8-hit-keg-cat,HSM7J4JV.kegg.e-40.m8-hit-keg-cat,HSMA33J1.kegg.e-40.m8-hit-keg-cat,mock_even_lc-hit-keg-cat
K06373,K06373: spore maturation protein A,0,0,0.000453989,0.00043948,0.00040292,0.000467543,0.000358632,0.000419804,0.00040575,0.00052813,0.000346453,0.000462195,0.000375557,0.000578441,0,0.000480917,0.000528691,0.000460807,0.00032288,0.000414862,0.000229906,0.000337654,0.00031681,0.000349486
K01802,K01802: peptidylprolyl isomerase,0,0,0.000799486,0.000662358,0.000869229,0.000292673,0.00108647,0.000963421,0.000946031,0.000970675,0.000717459,0.00124349,0.00107567,0.000954878,0,0.000713964,0.00122245,0.00138413,0.00115232,0.00114258,0.000911001,0.00141555,0.000668444,0.000451375
K01803,K01803: triosephosphate isomerase (TIM),0.00142049,0.00222698,0.000764818,0.000991959,0.000767227,0.000767874,0.0010054,0.000784666,0.000940634,0.000807902,0.000566594,0.000692133,0.00104901,0.000734971,0,0.000765773,0.000762321,0.000720886,0.000904695,0.000708924,0.000662945,0.000980459,0.00085591,0.000535844
K01804,K01804: L-arabinose isomerase,0,0,0.000216838,0.000239007,0.00026389,0.00021715,0.000317702,0.000334319,0.000317603,0.000333786,0.000259122,0.000319535,0.000304828,0.000323229,0,0.000219825,0.000210224,0.000497289,0.000519246,0.00025487,0.000244068,0.000223939,0.000282825,0.000135722
K01805,K01805: xylose isomerase,0.000403074,0.000539166,0.000247125,0.000241801,0.000255942,0.000147396,0.000325582,0.00021495,0.00026336,0.000344858,8.99225e-05,0.000255034,0.000283956,0.000175688,0,0.000312008,0.000212847,0.000310361,0.000148789,0.000272117,0.000308548,0.000356249,0.000291378,0
K01807,K01807: ribose 5-phosphate isomerase A,0,0,0.000107594,0.000190282,0.000323793,0.000168852,0.00031742,0.000135933,0.000305834,0.0002647,0.000172833,0.000263592,0.000219619,0.000122988,0,0.000117917,0.000403943,0.000244409,0.000140487,0.000197604,0.000130416,9.76684e-05,0,0
K04058,K04058: type III secretion protein SctW,0,0,0,0,0,2.07024e-05,0,2.70211e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K13829,K13829,0,0,0,0,0,1.41808e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78955e-05,2.80923e-05,0,0,0
K11912,K11912: serine/threonine-protein kinase PpkA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01276e-05,0,0,0,0,6.56832e-05
K10540,K10540: methyl-galactoside transport system substrate-binding protein,0.00317195,0.00249521,0.000249991,0.000376079,0.000277183,0.000475831,0.000186048,0.000352256,0.000279678,0.0001733,0.000471334,0.00024035,0.000151687,0.000244541,0,0.000328608,0.000331488,0.000172177,0.000499262,0.000118577,0.000285295,0.000364494,0.000262944,0
K11183,K11183: phosphocarrier protein FPr,0,0,1.00341e-05,2.90617e-05,0.000104911,0.000105227,3.49942e-05,8.64869e-05,2.12585e-05,0,5.90524e-05,1.23684e-05,0,0,0,3.26569e-05,6.05828e-05,1.37505e-05,0,2.20889e-05,6.08019e-05,0,3.10333e-05,8.50415e-05
K08717,K08717: urea transporter,0,0,0.000201539,6.65744e-05,0.000132938,5.47188e-05,0.000126622,3.74064e-05,0.000157373,0.000204859,0.000140206,0.000144575,0.000180038,0.000270023,0,0.000145626,0.000248617,0.000357862,0.000231331,9.76984e-05,4.97582e-05,0.000160012,9.11242e-05,0
K04056,K04056: type III secretion protein SctO,0,0,0,0,0,4.72115e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05550,K05550: benzoate 12-dioxygenase beta subunit,0,0,0,0,4.14445e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203313,0,0,0,0,0
K07656,K07656: two-component system OmpR family sensor histidine kinase TrcS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91987e-09
K07494,K07494: putative transposase,0,0,0,7.43216e-05,3.94825e-05,0,0,0,0,0,0,6.05246e-05,9.19687e-05,5.65209e-05,0,0,0,4.11524e-05,0,3.80835e-05,0,0,0,0.00216784
K01246,K01246: DNA-3-methyladenine glycosylase I,0,0,0.000507185,0.000453004,0.000443349,0.00044224,0.000623101,0.000268226,0.000551632,0.000785691,0.000313143,0.000684073,0.000789885,0.000435679,0,0.000360051,0.000552948,0.0005155,0.000510961,0.000562756,0.000530741,0.000354387,0.000604508,0
K01247,K01247: DNA-3-methyladenine glycosylase II,0,0,0,0.000245577,0.000115982,9.24797e-05,8.91394e-05,8.1801e-05,0.000156717,0,4.9351e-05,0.000167325,8.81501e-05,2.527e-05,0,0.000127051,3.10224e-05,0,0,6.73203e-05,7.57513e-05,0.000112246,0.000110206,0
K01243,K01243: S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase,0,0.00146239,0.000499969,0.000787997,0.000437384,0.00062992,0.000739222,0.000718346,0.000663805,0.000704928,0.000656301,0.000800968,0.00122057,0.00083619,0,0.000759764,0.000735896,0.000643231,0.000594443,0.000613172,0.000606062,0.000401379,0.000460267,0.000586473
K01241,K01241: AMP nucleosidase,0,0.00030746,0.000292048,0.000268044,0.000273485,0.000121318,0.000278054,0.000266278,0.00031251,0.000412479,0.000153941,0.00047637,0.000394966,0.000259452,0,0.000372925,0.000363789,0.000486357,0.000126873,0.000214469,0.000207728,0.000350813,9.99538e-05,0
K10015,K10015: histidine transport system permease protein,0,0,0,2.48228e-05,8.34207e-05,3.06035e-05,0,9.00521e-05,3.52067e-05,0,0,0,0,0,0,0,5.09846e-05,0,0,0,6.39748e-05,0,0,7.72136e-09
K10014,K10014: histidine transport system substrate-binding protein,0,0,0,4.7577e-05,2.52749e-05,5.9223e-05,0,0,6.8131e-05,0,0,0,0.000196721,0,0,0,0,0,0,0,0.000116462,0,0,7.14759e-06
K14260,K14260,0,0,6.43052e-05,0.000151421,9.42567e-05,0.000148699,0.000113833,0.000208956,8.21129e-05,0,0.000231676,0.000108266,6.32142e-05,5.98303e-05,0,7.89504e-05,0.000125445,7.18211e-05,8.08231e-05,7.02256e-05,9.46592e-05,0.000146326,0.000106851,0.000333181
K14261,K14261,0,0,0.00010273,4.69281e-05,9.68861e-05,7.6016e-05,0,2.66782e-05,0.00013393,0.000111389,0,2.47069e-05,0.000187727,2.23179e-05,0,3.3182e-05,0,8.45302e-05,8.30796e-05,0.00011347,7.21049e-05,0,3.11451e-05,2.68239e-05
K10011,K10011: UDP-GlcUA decarboxylase/UDP-L-Ara4N formyltransferase,0,0,0,1.90023e-05,2.02199e-05,3.5141e-05,0,3.15445e-05,5.39838e-05,0,1.49616e-05,0,3.84243e-05,1.44073e-05,0,0,0,1.72715e-05,4.96712e-05,0,2.30697e-05,0,0,1.27949e-05
K10010,K10010: cystine transport system ATP-binding protein,0,0,3.28174e-05,2.43417e-05,0.000154103,0.000120563,0,8.32653e-05,3.49308e-05,0,0,4.01125e-05,0.000202594,3.74591e-05,0,0,4.54513e-05,0,0,3.61421e-05,0.00011992,8.84764e-05,9.99538e-05,3.89358e-05
K10013,K10013: lysine/arginine/ornithine transport system substrate-binding protein,0,0,0,0,5.07447e-05,5.81411e-05,0,4.01192e-05,6.85179e-05,0,0,0,9.7982e-05,0,0,0,0,0,0,0,5.85617e-05,0,0,2.07428e-06
K10012,K10012: undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,0,0,5.77301e-05,8.03738e-05,8.19408e-05,9.60567e-05,0,6.48895e-05,8.37939e-05,0,0.000124886,3.24718e-05,0,0.00012918,0,4.27953e-05,7.3758e-05,0,9.97966e-05,0,0.000139688,0,0,0.000103375
K14268,K14268,0,0,0,0,0,0,0,0,0,0,0,0,5.98012e-05,0,0,0,0,0,0,0,0,0,0,1.0755e-05
K14269,K14269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9333e-05
K10019,K10019: octopine/nopaline transport system permease protein,0,0,0,0,5.53777e-05,3.18629e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79267e-05,0,0,5.28443e-05,0
K10018,K10018: octopine/nopaline transport system substrate-binding protein,0,0,0,0,4.68249e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02919,K02919: large subunit ribosomal protein L36,0,0,5.81141e-05,0.000102954,0,0,0,0,0,0.000105517,0,0,0.000176912,0,0,0,0,7.91612e-05,0,6.40016e-05,0.000249607,0.000369859,0,0
K02913,K02913: large subunit ribosomal protein L33,0.00285402,0.00514039,0.00104178,0.000681152,0.00123327,0.000989467,0.00157067,0.00108036,0.00135898,0.00181018,0.000884858,0.000868663,0.00132101,0.0015918,0,0.00167594,0.00138044,0.00173189,0.00172394,0.00158831,0.00188063,0.00192814,0.000630837,0.00133572
K02911,K02911: large subunit ribosomal protein L32,0.00584999,0.00390768,0.000818769,0.0005182,0.000781859,0.00128221,0.00209207,0.00121899,0.00117061,0.0010005,0.00147167,0.00100889,0.000417628,0.00125297,0,0.00180537,0.00117379,0.00130529,0.00107323,0.00152231,0.00150301,0.001104,0.00127884,0.00141251
K02916,K02916: large subunit ribosomal protein L35,0.0027223,0,0.000893752,0.000289854,0.000711251,0.00105995,0.00137823,0.000970265,0.000673313,0.00115524,0.00136885,0.000786822,0.000761135,0.00117341,0,0.00105672,0.00126012,0.000866694,0.00050359,0.000842506,0.000933437,0.0010413,0.000393734,0.00104936
K02914,K02914: large subunit ribosomal protein L34,0,0.00149089,0.000295082,0,0.000251795,0.000292178,0.00101417,0.000396649,0.000504188,0.00114674,0.000187162,0.000578981,0.000417628,0.000720909,0,0.00129597,0.000663762,0.00104719,0.00061761,0.000672758,0.000574567,0.000425687,0.000486568,0
K07450,K07450: putative resolvase,0,0,0,0,0,3.95037e-05,0,0,4.14294e-05,0,9.27082e-05,0,0,4.44282e-05,0,0,0,0,0,0,7.14835e-05,0.00011511,0,0
K01330,K01330: complement component 1 r subcomponent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31841e-05,0
K03298,K03298: drug/metabolite transporter DME family,0,0,0,0,2.15243e-05,5.17907e-05,0,3.51546e-05,2.97904e-05,0,0,0,0.000170404,0,0,0,0,0,0,0,5.09232e-05,0,0,0.00024672
K00228,K00228: coproporphyrinogen III oxidase,0,0,0,0,6.53462e-05,5.01969e-05,0,0,8.66673e-05,0,0,0,8.29815e-05,0,0,0,0,0,0,0,5.14391e-05,0,0,0.000222423
K00226,K00226: dihydroorotate oxidase,0.000597801,0.00126372,0.00129263,0.0010825,0.00104641,0.000938055,0.000970973,0.000851374,0.000899288,0.00133396,0.000920008,0.00123554,0.00102087,0.00108732,0,0.00117857,0.00114697,0.00152291,0.00113282,0.00139047,0.000895098,0.00121881,0.00122662,0.0015801
K01338,K01338: ATP-dependent Lon protease,0.000228028,9.60115e-05,0.000676186,0.000962348,0.000665913,0.000620345,0.000648187,0.000785201,0.000671409,0.000368046,0.000665775,0.000723101,0.000501935,0.000608579,0,0.000803016,0.000673775,0.000751439,0.000749021,0.000636283,0.000578258,0.000636917,0.000694176,0.000467542
K00224,K00224,0,0,0,0,6.14743e-05,3.48771e-05,0,2.36739e-05,2.00615e-05,0,4.46828e-05,4.36599e-05,0,6.39747e-05,0,0,2.6411e-05,2.29823e-05,7.37238e-05,2.03e-05,0,5.0814e-05,2.90407e-05,0.000110639
K01907,K01907: acetoacetyl-CoA synthetase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11566e-06
K07234,K07234: uncharacterized protein involved in response to NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18654e-05,0,0,0,0,0,0,0
K00220,K00220: cyclohexadienyl dehydrogenase,0,0,2.62332e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102094
K02682,K02682: prepilin peptidase dependent protein D,0,0,0,0,4.66612e-05,5.19644e-05,0,0.000141644,0,0,0,0,0.000175692,0,0,0,7.71477e-05,0,0,0,0.000105007,0,0,0
K02681,K02681: prepilin peptidase dependent protein C,0,0,0,0,0.000119882,0,0,0.000105112,8.3246e-05,0,0,0,0,0,0,0,0,0,0,0,0.000142299,0,0,0
K01069,K01069: hydroxyacylglutathione hydrolase,0,0,0.000411914,0.000166094,0.000388833,0.000374382,0.000400102,0.000374117,0.000514887,0.000340152,0.000354054,0.000319735,0.000207202,0.00030196,0,0.000558054,0.000371864,0.000560175,0.000271646,0.000448268,0.000335063,0.000102088,0.00017275,0.000292298
K02687,K02687: ribosomal protein L11 methyltransferase,0,0.000817967,0.000761936,0.00062325,0.000446989,0.000658319,0.000668116,0.00065384,0.00069866,0.000735606,0.000654711,0.000676684,0.000444751,0.000576047,0,0.0007422,0.000674362,0.000672711,0.000559232,0.000630894,0.000513426,0.000755087,0.00056537,0.000458196
K02686,K02686: primosomal replication protein N,0,0,0,0,6.41593e-05,0.000146811,0,0.000198395,0,0,0,0,0,0,0,0,0,0,0,0,0.000146404,0,0,0.000678005
K01790,K01790: dTDP-4-dehydrorhamnose 35-epimerase,0,0,0.00154744,0.00136411,0.00143181,0.00111733,0.00122281,0.00157656,0.00139882,0.0016543,0.00116397,0.00136971,0.000542223,0.00155123,0,0.00162945,0.00184632,0.00148247,0.00148223,0.00109422,0.000965204,0.00121883,0.000992147,0.000344259
K01791,K01791: UDP-N-acetylglucosamine 2-epimerase,0,0.00207722,0.00132999,0.00100841,0.00107827,0.000538478,0.00105962,0.00101963,0.00132591,0.00135745,0.000575381,0.001243,0.00083074,0.00126064,0,0.000567728,0.000870396,0.00131342,0.00111104,0.00115613,0.00121614,0.00122088,0.00114132,0.00109212
K01060,K01060: cephalosporin-C deacetylase,0.000511413,0,0,1.95644e-05,2.07867e-05,2.40457e-05,0,3.27451e-05,2.77486e-05,4.73343e-05,3.0902e-05,0,0,2.97571e-05,0,4.27953e-05,3.65309e-05,3.55114e-05,0,2.87109e-05,0,0,0,0
K02688,K02688: transcriptional regulator propionate catabolism operon regulatory,0,0,4.27419e-05,1.12146e-05,3.18488e-05,0.000117438,6.05704e-05,1.877e-05,8.99265e-05,2.71328e-05,1.77135e-05,1.82655e-05,0.000144746,1.70572e-05,0,4.63361e-05,4.18802e-05,2.03557e-05,4.80666e-05,7.15762e-05,0.000109032,4.02883e-05,2.30251e-05,2.29142e-05
K01066,K01066: esterase / lipase,0,0.000282205,0.000330799,0.000324998,0.000353729,0.000269072,0.000191968,0.000146747,0.000439211,0.000682033,0.000327222,0.000289813,0.000181966,0.000266713,0,0.000331038,0.000164729,0.000463014,0.000116905,0.000297919,0.000261688,0,0.000166866,0.000297151
K01795,K01795,0,0,0.00047515,0.000286477,0.000522702,0.000264837,0.000402657,0.000435572,0.000510416,0.000518321,0.000292721,0.000265838,0.000400977,0.000562215,0,0.000425444,0.000363871,0.000484788,0.000475378,0.000311775,0.000202178,0.00029257,0.000549017,7.84947e-06
K01796,K01796: alpha-methylacyl-CoA racemase,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44924e-05,0,0,0,0,0,0,0,0,6.59544e-05,0
K01797,K01797,0,0,0,5.2228e-05,5.47078e-05,0,0,0,0,0,0,0,0,2.40001e-05,0,0,0,0,0,3.82416e-05,0,0,5.37254e-05,0
K00825,K00825: 2-aminoadipate transaminase,0,0,0,0,0,0,0,0,0,0,2.29089e-05,0,0,0,0,3.17259e-05,0,0,0,0,0,0,0,0
K00824,K00824: D-alanine transaminase,0,0,0,8.93233e-05,9.44013e-05,0.000163975,6.39893e-05,3.72737e-05,9.38868e-05,0,0.000211814,3.589e-05,0,3.30522e-05,0,0,4.0717e-05,0,0.000114854,6.52525e-05,0.000107803,8.00048e-05,4.60502e-05,0.000380596
K00827,K00827: alanine--glyoxylate transaminase,0,0,0,0,1.38723e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00826,K00826: branched-chain amino acid aminotransferase,0.000521976,0.000921854,0.000765971,0.00099778,0.000714196,0.000722863,0.000700364,0.000837084,0.00066488,0.000689881,0.000873855,0.000893053,0.000776364,0.000942972,0,0.000703492,0.000794426,0.000865459,0.000972985,0.000901652,0.000517118,0.000739179,0.00090594,0.000458459
K00821,K00821: acetylornithine/N-succinyldiaminopimelate aminotransferase,0,0,0.00020643,0.000407857,0.000353578,0.000483139,0.000359387,0.000261553,0.00028776,7.61794e-05,0.000618915,0.000228706,0.000130144,0.000239512,0,0.000443967,0.000320364,0.000197397,0.000494388,0.000160296,0.000265924,0.000444126,0.000224252,0.000284095
K00820,K00820: glucosamine--fructose-6-phosphate aminotransferase (isomerizing),0.000288192,0.000645392,0.000691734,0.000772964,0.000688733,0.000548105,0.000730363,0.000668424,0.000700971,0.000498776,0.000665113,0.00041316,0.000379317,0.00070594,0,0.000616494,0.000583478,0.000491551,0.000753959,0.000596358,0.000490105,0.00114973,0.000829217,0.000561426
K00823,K00823: 4-aminobutyrate aminotransferase,0,0,1.95524e-05,2.95224e-05,7.89525e-05,0,0,2.49673e-05,6.35228e-05,0,0,0,0,0,0,0,0,0,7.6124e-05,0,0,0,0,0.00012361
K00822,K00822: beta-alanine--pyruvate transaminase,0,0,0,0,0,1.65797e-05,0,0,0,0,0,2.1903e-05,0,0,0,3.11504e-05,0,0,0,0,0,0,0,5.30193e-06
K08566,K08566: plasminogen activator,0,0,0,0,0,0,0,0,2.8549e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K05499,K05499: LacI family transcriptional regulator repressor for deo operon,0,0,0,1.79948e-05,5.82474e-05,9.08368e-05,5.3166e-05,6.13804e-05,7.79078e-05,0,5.82749e-05,2.97345e-05,0.000153667,0,0,0,0,3.40275e-05,9.51552e-05,2.75112e-05,4.42617e-05,6.52062e-05,3.82611e-05,3.09117e-05
K13668,K13668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29631e-05
K07389,K07389: cytolysin-activating lysine-acyltransferase,0,0,0,0,0,4.60875e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.06309e-05,0,0,0
K01488,K01488: adenosine deaminase,0,0,0.000132379,7.44623e-05,0.000163133,0.000162557,0,9.43035e-05,0.000108446,4.40415e-05,0.000144934,0.000184522,0,0.000115703,0,0.000253037,0.000136196,0.000132165,9.88923e-05,2.6332e-05,0.000273615,0.000130791,7.35932e-05,0
K01489,K01489: cytidine deaminase,0,0,0.00085064,0.000766419,0.000817451,0.000759779,0.000947305,0.00109331,0.000948009,0.000900778,0.001172,0.0011137,0.000916079,0.000593671,0,0.00137401,0.000900664,0.00102107,0.000660327,0.000926391,0.000604459,0.000749162,0.00127773,0.00073334
K01484,K01484: succinylarginine dihydrolase,0,0,0,1.42408e-05,6.01486e-05,3.44136e-05,0,4.67186e-05,2.0198e-05,0,0,0,0.000113983,0,0,0,0,0,0,0,3.40627e-05,0,0,0
K01485,K01485: cytosine deaminase,0,0,0.000192881,0.000102534,0.000169838,9.09633e-05,0.00028468,0.000321787,4.21172e-05,0.000138842,0,0.000138225,0.000351413,0.000286852,0,3.12924e-05,7.9233e-05,2.76679e-05,0.000148911,0.000104259,0.00010724,0,0,0
K01486,K01486: adenine deaminase,0.000309894,0.000136945,0.000209532,0.000281432,0.000304989,0.000241099,0.000123508,0.000198257,0.000228878,0.000210161,0.000227399,0.000124259,4.33253e-05,0.000198866,0,4.91804e-05,0.000142676,0.000117723,0.000221816,0.000176132,0.000210003,0.000235954,0.000288897,0.000120001
K01487,K01487: guanine deaminase,0,0.00049386,0.000322082,0.000335866,0.000473433,0.000206311,0.000272763,0.000470821,0.000295237,0.000318962,0.000216092,0.000328876,5.31844e-05,0.000365289,0,0.00037214,0.000254155,0.000242703,0.000375333,0.000293367,0.00047145,0.000524709,0.000248845,0.00015431
K01480,K01480: agmatinase,0,0.000198536,0.000258786,0.000242956,0.000346201,0.000319931,0.000118731,0.000148045,0.000170718,0.000284385,0.000205446,0.000176538,8.32526e-05,0.00010138,0,0.000322643,0.000116769,0.000331149,0.000115258,0.000238713,0.000253964,0.000225436,0.000704646,0.000454156
K01483,K01483: ureidoglycolate hydrolase,0,0,0,0,0,4.8392e-05,0,6.56952e-05,0,0,0,0,0.000159221,0,0,0,0,0,0,0,0,0,0,0
K01664,K01664: para-aminobenzoate synthetase component II,0,0,0,3.25398e-05,3.40437e-05,3.99108e-05,9.23556e-05,0.000158914,4.59139e-05,8.08211e-05,4.9351e-05,4.58686e-05,0,0,0,0,5.25851e-05,0.000108625,0,4.75061e-05,0.000150121,0,5.99724e-05,0.00102797
K01665,K01665: para-aminobenzoate synthetase component I,0,0,0.000244809,0.000228976,0.000320874,0.00012055,0.000272154,0.00030427,0.000421077,0.000369712,0.00017437,0.000375938,0.000463485,0.00034988,0,0.000292995,0.000275042,0.000476674,0.000202714,0.000337705,0.000251003,0.000340708,0.000224185,3.50606e-05
K01666,K01666: 4-hydroxy 2-oxovalerate aldolase,0,0,0.000193524,0.000331944,7.12845e-05,0.000329182,0.000124219,5.17085e-05,7.00655e-05,2.86146e-05,0.000110744,0.000102584,0,3.74591e-05,0,0.000212132,5.86409e-05,5.76431e-05,0,5.31803e-05,0.000138334,0.000139699,0.000119024,0
K01667,K01667: tryptophanase,0.000646983,0.000770138,0.000283845,0.000233782,0.000253398,9.02072e-05,0.000270456,6.7883e-05,0.00022729,0.000492528,0.000122714,0.000186291,0.000214791,0.000227013,0,0.000234972,0.000173256,0.000438641,0.000282711,0.000218559,9.78334e-05,0.000145115,0.000245461,0.000145998
K01661,K01661: naphthoate synthase,0.00065295,0,0.000427317,0.000182825,0.000383781,0.000166652,0.000323954,0.000418087,0.000420778,0.000332728,0.000181149,0.000261319,0.000832711,0.000279277,0,0.000300822,0.000383686,0.000372379,0.000476569,0.000301436,0.000441422,0.000330577,0.000235126,2.60294e-05
K01662,K01662: 1-deoxy-D-xylulose-5-phosphate synthase,0,0.000493533,0.00100072,0.00114773,0.000620786,0.000698909,0.00087682,0.000731218,0.000717155,0.000658591,0.000712033,0.000626298,0.000573926,0.000881167,0,0.00082457,0.000757326,0.000548868,0.0010641,0.00078613,0.000618001,0.000988539,0.00100042,0.000586254
K02468,K02468: DeoR family transcriptional regulator glucitol operon repressor,0,0,0,0,2.4805e-05,6.04909e-05,0.000139979,8.24408e-05,0,0,0,0,0.000199422,0,0,0,4.59862e-05,0,0.000127367,0,5.92452e-05,0,0,0.000257768
K02467,K02467: GutQ protein,0,0,0,0,4.16385e-05,4.82413e-05,0,6.54905e-05,5.54974e-05,0,0,0,7.93621e-05,0,0,0,0,0,0,0,4.7433e-05,7.05046e-05,0,0.000242936
K05306,K05306: phosphonoacetaldehyde hydrolase,0,0,0.000254433,0.000238247,0.000201032,0.000176643,0.000340632,0.000159565,0.000371908,0.000462189,0.000188732,0.000388333,0.000290593,0.000399657,0,0.000313005,0.00049049,0.000346418,0.000494622,0.000280078,0.000289475,0.000342817,0.000147269,0
K05305,K05305: fucokinase,0,0,9.6729e-05,0.000135129,8.24338e-05,2.62391e-05,7.28927e-05,0.000134539,7.96003e-05,7.4179e-05,8.94795e-05,0.000149668,0.000144746,0.000134254,0,4.47106e-05,0.000123876,0.000120419,2.66341e-05,6.13972e-05,0.000136067,5.50726e-05,9.42449e-05,0
K05304,K05304: sialic acid synthase,0,0,2.38418e-05,1.73008e-05,3.75966e-05,0,0.000100954,5.98929e-05,2.48115e-05,4.23241e-05,0,5.8283e-05,0,2.66074e-05,0,3.82656e-05,3.26642e-05,6.42289e-05,0,5.2514e-05,0,0,3.59166e-05,0
K02463,K02463: general secretion pathway protein N,0,0,0,0,5.38109e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01669,K01669: deoxyribodipyrimidine photo-lyase,0,0,1.85965e-05,0,5.59004e-05,3.27733e-05,0,4.42584e-05,3.7663e-05,0,0,0,0.000107832,0,0,0,0,0,0,0,3.16549e-05,0,0,0.000433915
K02461,K02461: general secretion pathway protein L,0,0,0,0,5.09844e-05,5.9459e-05,0,2.68143e-05,6.86368e-05,0,0,0,0.000195634,0,0,0,0,0,0.000165748,0,0.000117327,0,0,0.000142438
K02460,K02460: general secretion pathway protein K,0,0,0,0,0.00010234,7.11798e-05,0,3.23423e-05,2.72395e-05,0,0,0,0.000156292,0,0,0,0,0,0,0,0.000140261,0,0,0
K01466,K01466: allantoinase,0,0,0,4.15297e-05,2.95246e-05,0.000118019,0,2.22695e-05,1.88714e-05,3.36158e-05,0,6.72247e-05,5.39731e-05,0,0,0,5.10194e-05,0,0,0,6.50028e-05,0,2.87814e-05,0.000149523
K01467,K01467: beta-lactamase,0.000589833,0.000511094,0.000379818,0.000294008,0.000413203,0.000261132,0.00052106,0.00038168,0.000496507,0.00057175,0.000229987,0.000402874,0.000289481,0.000341363,0,0.000423276,0.000493985,0.000604316,0.000786335,0.000359094,0.000434698,0.000371565,0.000208628,9.42075e-07
K01464,K01464: dihydropyrimidinase,0,0.000172527,8.98925e-05,0.000122302,0.000115615,0.000217366,3.91202e-05,6.78207e-05,7.78023e-05,6.51151e-05,0.000150995,4.47157e-05,0.000163316,4.17588e-05,0,3.05954e-05,0,0,0.000288598,7.9804e-05,0.000164941,4.57635e-05,0.000166436,0.000297109
