Gene	Category	SuperPathway	SubPathway	KOAnnot
K01752	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	E4.3.1.17 sdaA; L-serine dehydratase
K01753	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	dsdA; D-serine dehydratase
K01754	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	E4.3.1.19 ilvA tdcB; threonine dehydratase
K01755	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	argH ASL; argininosuccinate lyase
K01756	Metabolism	Nucleotide metabolism	Purine_metabolism	purB ADSL; adenylosuccinate lyase
K01757	Metabolism	Biosynthesis of other secondary metabolites	Indole_alkaloid_biosynthesis	E4.3.3.2; strictosidine synthase
K01758	Metabolism	Amino acid metabolism	Glycine_serine_and_threonine_metabolism	CTH; cystathionine gamma-lyase
K01759	Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	GLO1 gloA; lactoylglutathione lyase
K01760	Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	metC; cystathionine beta-lyase
K01761	Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	E4.4.1.11; methionine-gamma-lyase
K01762	Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	ACS; 1-aminocyclopropane-1-carboxylate synthase
K01763	Metabolism	Metabolism of other amino acids	Selenocompound_metabolism	SCLY; selenocysteine lyase
K01764	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	E4.4.1.17; cytochrome c heme-lyase
K01768	Metabolism	Nucleotide metabolism	Purine_metabolism	E4.6.1.1; adenylate cyclase
K01769	Metabolism	Nucleotide metabolism	Purine_metabolism	E4.6.1.2; guanylate cyclase other
K01770	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	ispF; 2-C-methyl-D-erythritol 24-cyclodiphosphate synthase
K01771	Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	E4.6.1.13 plc; 1-phosphatidylinositol phosphodiesterase
K01772	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	hemH FECH; ferrochelatase
K01775	Metabolism	Metabolism of other amino acids	D-Alanine_metabolism	alr; alanine racemase
K01776	Metabolism	Metabolism of other amino acids	D-Glutamine_and_D-glutamate_metabolism	murI; glutamate racemase
K01777	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	E5.1.1.4; proline racemase
K01778	Metabolism	Amino acid metabolism	Lysine_biosynthesis	dapF; diaminopimelate epimerase
K01779	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	E5.1.1.13; aspartate racemase
K01781	Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate_degradation	mdlA; mandelate racemase
K01782	Metabolism	Carbohydrate metabolism	Propanoate_metabolism	fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase
K01783	Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	rpe RPE; ribulose-phosphate 3-epimerase
K01784	Metabolism	Carbohydrate metabolism	Galactose_metabolism	galE GALE; UDP-glucose 4-epimerase
K01785	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	galM GALM; aldose 1-epimerase
K01786	Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	araD; L-ribulose-5-phosphate 4-epimerase
K01787	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	RENBP; N-acylglucosamine 2-epimerase
K01788	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	nanE; N-acylglucosamine-6-phosphate 2-epimerase
K01790	Metabolism	Metabolism of terpenoids and polyketides	Polyketide_sugar_unit_biosynthesis	rfbC rmlC; dTDP-4-dehydrorhamnose 35-epimerase
K01791	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)
K01792	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	E5.1.3.15; glucose-6-phosphate 1-epimerase
K01793	Metabolism	Glycan biosynthesis and metabolism	Glycosaminoglycan_biosynthesis_-_heparan_sulfate___heparin	GLCE; heparosan-N-sulfate-glucuronate 5-epimerase
K01794	Metabolism	Glycan biosynthesis and metabolism	Glycosaminoglycan_biosynthesis_-_chondroitin_sulfate___dermatan_sulfate	DSE; chondroitin-glucuronate 5-epimerase
K01796	Metabolism	Lipid metabolism	Primary_bile_acid_biosynthesis	E5.1.99.4 AMACR mcr; alpha-methylacyl-CoA racemase
K01799	Metabolism	Carbohydrate metabolism	Butanoate_metabolism	nicE maiA; maleate isomerase
K01800	Metabolism	Amino acid metabolism	Tyrosine_metabolism	maiA GSTZ1; maleylacetoacetate isomerase
K01801	Metabolism	Amino acid metabolism	Tyrosine_metabolism	nagL; maleylpyruvate isomerase
K01803	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	TPI tpiA; triosephosphate isomerase (TIM)
K01804	Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	araA; L-arabinose isomerase
K01805	Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	xylA; xylose isomerase
K01807	Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	rpiA; ribose 5-phosphate isomerase A
K01808	Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	rpiB; ribose 5-phosphate isomerase B
K01809	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	manA MPI; mannose-6-phosphate isomerase
K01810	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	GPI pgi; glucose-6-phosphate isomerase
K01812	Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	uxaC; glucuronate isomerase
K01813	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	rhaA; L-rhamnose isomerase
K01814	Metabolism	Amino acid metabolism	Histidine_metabolism	hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
K01815	Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
K01816	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	hyi gip; hydroxypyruvate isomerase
K01817	Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	trpF; phosphoribosylanthranilate isomerase
K01818	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	fucI; L-fucose isomerase
K01819	Metabolism	Carbohydrate metabolism	Galactose_metabolism	E5.3.1.26 lacA lacB; galactose-6-phosphate isomerase
K01820	Metabolism	Carbohydrate metabolism	Pentose_and_glucuronate_interconversions	rhaA; L-rhamnose isomerase / sugar isomerase
K01821	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	praC xylH; 4-oxalocrotonate tautomerase
K01822	Metabolism	Lipid metabolism	Steroid_hormone_biosynthesis	E5.3.3.1; steroid delta-isomerase
K01823	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	idi IDI; isopentenyl-diphosphate delta-isomerase
K01824	Metabolism	Lipid metabolism	Steroid_biosynthesis	EBP; cholestenol delta-isomerase
K01825	Metabolism	Carbohydrate metabolism	Propanoate_metabolism	fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase
K01826	Metabolism	Amino acid metabolism	Tyrosine_metabolism	hpaF hpcD; 5-carboxymethyl-2-hydroxymuconate isomerase
K01827	Metabolism	Amino acid metabolism	Tyrosine_metabolism	DCT; dopachrome tautomerase
K01830	Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	E5.3.99.2 PTGDS; prostaglandin-H2 D-isomerase
K01831	Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	PTGIS CYP8A; prostacyclin synthase
K01832	Metabolism	Lipid metabolism	Arachidonic_acid_metabolism	TBXAS1 CYP5A; thromboxane-A synthase
K01833	Metabolism	Metabolism of other amino acids	Glutathione_metabolism	TRYS; trypanothione synthetase/amidase
K01834	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	PGAM gpmA; 23-bisphosphoglycerate-dependent phosphoglycerate mutase
K01835	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	pgm; phosphoglucomutase
K01836	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	E5.4.2.3; phosphoacetylglucosamine mutase
K01837	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	BPGM; bisphosphoglycerate mutase
K01838	Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	pgmB; beta-phosphoglucomutase
K01839	Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	deoB; phosphopentomutase
K01840	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	manB; phosphomannomutase
K01841	Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	pepM; phosphoenolpyruvate phosphomutase
K01843	Metabolism	Amino acid metabolism	Lysine_degradation	kamA; lysine 23-aminomutase
K01844	Metabolism	Amino acid metabolism	Lysine_degradation	kamD; beta-lysine 56-aminomutase alpha subunit
K01845	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	hemL; glutamate-1-semialdehyde 21-aminomutase
K01846	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	glmS mutS mamA; methylaspartate mutase sigma subunit
K01847	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	MUT; methylmalonyl-CoA mutase
K01848	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	E5.4.99.2A mcmA1; methylmalonyl-CoA mutase N-terminal domain
K01849	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	E5.4.99.2B mcmA2; methylmalonyl-CoA mutase C-terminal domain
K01850	Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	E5.4.99.5; chorismate mutase
K01851	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	pchA; salicylate biosynthesis isochorismate synthase
K01852	Metabolism	Lipid metabolism	Steroid_biosynthesis	E5.4.99.7 LSS ERG7; lanosterol synthase
K01853	Metabolism	Lipid metabolism	Steroid_biosynthesis	E5.4.99.8; cycloartenol synthase
K01854	Metabolism	Carbohydrate metabolism	Galactose_metabolism	glf; UDP-galactopyranose mutase
K01856	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	catB; muconate cycloisomerase
K01857	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	pcaB; 3-carboxy-ciscis-muconate cycloisomerase
K01858	Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	E5.5.1.4 INO1; myo-inositol-1-phosphate synthase
K01859	Metabolism	Biosynthesis of other secondary metabolites	Flavonoid_biosynthesis	E5.5.1.6; chalcone isomerase
K01860	Metabolism	Xenobiotics biodegradation and metabolism	Fluorobenzoate_degradation	E5.5.1.7; chloromuconate cycloisomerase
K01866	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	YARS tyrS; tyrosyl-tRNA synthetase
K01867	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	WARS trpS; tryptophanyl-tRNA synthetase
K01868	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	TARS thrS; threonyl-tRNA synthetase
K01869	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	LARS leuS; leucyl-tRNA synthetase
K01870	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	IARS ileS; isoleucyl-tRNA synthetase
K01872	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	AARS alaS; alanyl-tRNA synthetase
K01873	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	VARS valS; valyl-tRNA synthetase
K01874	Metabolism	Metabolism of other amino acids	Selenocompound_metabolism	MARS metG; methionyl-tRNA synthetase
K01875	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	SARS serS; seryl-tRNA synthetase
K01876	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	DARS aspS; aspartyl-tRNA synthetase
K01878	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	glyQ; glycyl-tRNA synthetase alpha chain
K01879	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	glyS; glycyl-tRNA synthetase beta chain
K01880	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	GARS glyS1; glycyl-tRNA synthetase
K01881	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	PARS proS; prolyl-tRNA synthetase
K01883	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	CARS cysS; cysteinyl-tRNA synthetase
K01884	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	cysS1; cysteinyl-tRNA synthetase unknown class
K01885	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	EARS gltX; glutamyl-tRNA synthetase
K01886	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	QARS glnS; glutaminyl-tRNA synthetase
K01887	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	RARS argS; arginyl-tRNA synthetase
K01889	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	FARSA pheS; phenylalanyl-tRNA synthetase alpha chain
K01890	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	FARSB pheT; phenylalanyl-tRNA synthetase beta chain
K01892	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	HARS hisS; histidyl-tRNA synthetase
K01893	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	NARS asnS; asparaginyl-tRNA synthetase
K01895	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	ACSS acs; acetyl-CoA synthetase
K01896	Metabolism	Carbohydrate metabolism	Butanoate_metabolism	ACSM; medium-chain acyl-CoA synthetase
K01897	Metabolism	Lipid metabolism	Fatty_acid_biosynthesis	ACSL fadD; long-chain acyl-CoA synthetase
K01899	Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	LSC1; succinyl-CoA synthetase alpha subunit
K01900	Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	LSC2; succinyl-CoA synthetase beta subunit
K01902	Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	sucD; succinyl-CoA synthetase alpha subunit
K01903	Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	sucC; succinyl-CoA synthetase beta subunit
K01904	Metabolism	Amino acid metabolism	Phenylalanine_metabolism	4CL; 4-coumarate--CoA ligase
K01905	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	E6.2.1.13; acetyl-CoA synthetase (ADP-forming)
K01906	Metabolism	Metabolism of cofactors and vitamins	Biotin_metabolism	bioW; 6-carboxyhexanoate--CoA ligase
K01907	Metabolism	Carbohydrate metabolism	Butanoate_metabolism	AACS acsA; acetoacetyl-CoA synthetase
K01908	Metabolism	Carbohydrate metabolism	Propanoate_metabolism	E6.2.1.17 prpE; propionyl-CoA synthetase
K01909	Metabolism	Lipid metabolism	Fatty_acid_degradation	mbtM; long-chain-fatty-acid--[acyl-carrier-protein] ligase
K01910	Environmental Information Processing	Signal transduction	Two-component_system	citC; [citrate (pro-3S)-lyase] ligase
K01911	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	menE; O-succinylbenzoic acid--CoA ligase
K01912	Metabolism	Amino acid metabolism	Phenylalanine_metabolism	paaK; phenylacetate-CoA ligase
K01914	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	asnA; aspartate--ammonia ligase
K01915	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	glnA GLUL; glutamine synthetase
K01916	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	nadE; NAD+ synthase
K01917	Metabolism	Metabolism of other amino acids	Glutathione_metabolism	E6.3.1.8; glutathionylspermidine synthase
K01918	Metabolism	Metabolism of other amino acids	beta-Alanine_metabolism	panC; pantoate--beta-alanine ligase
K01919	Metabolism	Metabolism of other amino acids	Glutathione_metabolism	gshA; glutamate--cysteine ligase
K01920	Metabolism	Metabolism of other amino acids	Glutathione_metabolism	gshB GSS; glutathione synthase
K01921	Metabolism	Metabolism of other amino acids	D-Alanine_metabolism	ddl; D-alanine-D-alanine ligase
K01922	Metabolism	Metabolism of cofactors and vitamins	Pantothenate_and_CoA_biosynthesis	PPCS coaB; phosphopantothenate-cysteine ligase
K01923	Metabolism	Nucleotide metabolism	Purine_metabolism	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase
K01924	Metabolism	Metabolism of other amino acids	D-Glutamine_and_D-glutamate_metabolism	murC; UDP-N-acetylmuramate--alanine ligase
K01925	Metabolism	Metabolism of other amino acids	D-Glutamine_and_D-glutamate_metabolism	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase
K01928	Metabolism	Amino acid metabolism	Lysine_biosynthesis	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--26-diaminopimelate ligase
K01929	Metabolism	Amino acid metabolism	Lysine_biosynthesis	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
K01930	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	FPGS; folylpolyglutamate synthase
K01933	Metabolism	Nucleotide metabolism	Purine_metabolism	purM; phosphoribosylformylglycinamidine cyclo-ligase
K01934	Metabolism	Metabolism of cofactors and vitamins	One_carbon_pool_by_folate	MTHFS; 5-formyltetrahydrofolate cyclo-ligase
K01935	Metabolism	Metabolism of cofactors and vitamins	Biotin_metabolism	bioD; dethiobiotin synthetase
K01937	Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	pyrG CTPS; CTP synthase
K01938	Metabolism	Energy metabolism	Carbon_fixation_pathways_in_prokaryotes	fhs; formate--tetrahydrofolate ligase
K01939	Metabolism	Nucleotide metabolism	Purine_metabolism	purA ADSS; adenylosuccinate synthase
K01940	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	argG ASS1; argininosuccinate synthase
K01941	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	E6.3.4.6; urea carboxylase
K01942	Metabolism	Metabolism of cofactors and vitamins	Biotin_metabolism	HLCS; biotin--protein ligase
K01945	Metabolism	Nucleotide metabolism	Purine_metabolism	purD; phosphoribosylamine--glycine ligase
K01947	Metabolism	Metabolism of cofactors and vitamins	Pantothenate_and_CoA_biosynthesis	birA-coaX; biotin-[acetyl-CoA-carboxylase] ligase / type III pantothenate kinase
