Gene,Name,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,Category,SuperPathway,SubPathway,KOAnnot
K02304,K02304: precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase,0.00024806,0.000150318,0.000178708,0.000104743,0.000212828,0.000107552,0.000178215,0.000140395,8.60E-05,0.000195116,6.01E-05,0.000220451,0.000230514,9.90E-05,0.000181819,0.000105785,0.00012678,0.000206827,0.000195557,0.000134454,Metabolism,Metabolism of cofactors and vitamins,Porphyrin_and_chlorophyll_metabolism,MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase
K02312,K02312: 23-dihydroxybenzoate-AMP ligase,2.30E-05,5.24E-06,5.40E-06,0,1.07E-05,9.61E-06,0,1.80E-05,8.15E-06,0,0,0,9.14E-06,7.46E-06,7.34E-06,7.89E-06,0,0,1.42E-05,1.05E-05,None,None,None,None
K02313,K02313: chromosomal replication initiator protein DnaA,0.000502804,0.000714878,0.000704403,0.000718948,0.000681044,0.000652379,0.000573332,0.000616526,0.000684594,0.000679623,0.000729413,0.000619259,0.000572242,0.000657154,0.000611704,0.000678951,0.000606834,0.000715034,0.000578342,0.000641522,Environmental Information Processing,Signal transduction,Two-component_system,dnaA; chromosomal replication initiator protein
K02314,K02314: replicative DNA helicase,0.000596126,0.000893916,0.000874672,0.000899058,0.000743237,0.000799679,0.000808913,0.000754096,0.000911059,0.000873958,0.000882304,0.000813311,0.000791113,0.000777574,0.000856434,0.00097339,0.000784696,0.000807623,0.00075343,0.000693238,Genetic Information Processing,Replication and repair,DNA_replication,dnaB; replicative DNA helicase
K02315,K02315: DNA replication protein DnaC,0.000515688,0.00056583,0.000626225,0.000464267,0.000629152,0.000574451,0.000585911,0.000515515,0.000599065,0.000683009,0.000546935,0.000561087,0.000486517,0.000555508,0.00049277,0.000586141,0.000641979,0.000741884,0.000646568,0.000540269,None,None,None,None
K02316,K02316: DNA primase,0.000506677,0.000544368,0.000523854,0.000610684,0.000489936,0.000515874,0.000545365,0.000455974,0.000539458,0.000524506,0.000517063,0.000600439,0.000523839,0.000613273,0.000590406,0.000572884,0.000544055,0.000540579,0.000510491,0.000505495,Genetic Information Processing,Replication and repair,DNA_replication,dnaG; DNA primase
K02317,K02317: DNA replication protein DnaT,2.25E-05,0,0,0,0,0,0,1.29E-05,0,0,0,0,1.33E-05,0,0,0,3.14E-05,0,2.75E-05,0,Genetic Information Processing,Replication and repair,Homologous_recombination,dnaT; DNA replication protein DnaT
K02318,K02318,7.62E-06,5.09E-06,0,0,1.42E-05,4.63E-06,0,7.42E-06,4.48E-06,7.95E-06,0,0,0,0,0,1.19E-05,9.60E-06,5.10E-06,1.65E-05,1.39E-05,Metabolism,Metabolism of cofactors and vitamins,Pantothenate_and_CoA_biosynthesis,COASY; phosphopantetheine adenylyltransferase / dephospho-CoA kinase
K02319,K02319: DNA polymerase I,0,0,3.52E-05,0,0,1.95E-05,0,4.10E-05,0,4.29E-05,0,0,3.42E-05,0,0,0,0,2.84E-05,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,DPA polB; DNA polymerase I
K02322,K02322: DNA polymerase II large subunit,0,0,1.30E-05,0,0,2.33E-06,0,6.61E-06,0,1.60E-05,0,0,1.32E-05,0,0,0,0,1.62E-05,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,DPB1 polD2; DNA polymerase II large subunit
K02323,K02323: DNA polymerase II small subunit,0,0,5.10E-06,0,0,4.49E-06,0,8.49E-06,0,1.37E-05,0,0,1.92E-05,0,0,0,0,1.55E-05,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,DPB2 polD1; DNA polymerase II small subunit
K02324,K02324: DNA polymerase epsilon subunit 1,0,1.21E-06,0,0,0,0,0,0,9.67E-07,0,0,0,0,0,0,9.27E-07,0,0,7.84E-07,0,Metabolism,Nucleotide metabolism,Purine_metabolism,POLE1; DNA polymerase epsilon subunit 1
K02327,K02327: DNA polymerase delta subunit 1,0,0,0,0,0,0,0,0,2.07E-06,0,0,0,0,0,0,1.98E-06,0,0,0,0,Metabolism,Nucleotide metabolism,Purine_metabolism,POLD1; DNA polymerase delta subunit 1
K02334,K02334: DNA polymerase bacteriophage-type,0.000329606,0.000333874,0.000439443,0.000488601,0.000309364,0.000437331,0.000220561,0.000312429,0.000502105,0.000485392,0.000206001,0.000371757,0.000301293,0.000233016,0.000236093,0.000454595,0.000261212,0.000514982,0.000281713,0.000275958,None,None,None,None
K02335,K02335: DNA polymerase I,0.000444126,0.00055353,0.000607086,0.000678842,0.000506957,0.000553696,0.000517292,0.000556248,0.000615223,0.000635165,0.000483414,0.000604238,0.000476469,0.000437339,0.000520022,0.000602736,0.00053442,0.000566537,0.000491778,0.000491043,Metabolism,Nucleotide metabolism,Purine_metabolism,DPO1 polA; DNA polymerase I
K02336,K02336: DNA polymerase II,1.08E-05,0,0,0,1.11E-05,0,0,1.21E-05,0,0,5.11E-06,5.48E-06,6.39E-06,5.13E-06,0,0,1.46E-05,0,9.86E-06,3.64E-06,None,None,None,None
K02337,K02337: DNA polymerase III subunit alpha,0.000434195,0.000616363,0.000663592,0.000665679,0.000545159,0.00055571,0.000574622,0.000548878,0.000621618,0.000619471,0.000532524,0.000586859,0.000543972,0.000528842,0.000495204,0.000591834,0.000508638,0.000609765,0.000500359,0.000533473,Metabolism,Nucleotide metabolism,Purine_metabolism,DPO3A1 dnaE; DNA polymerase III subunit alpha
K02338,K02338: DNA polymerase III subunit beta,0.000589738,0.000705469,0.000818488,0.000800182,0.000715962,0.000744855,0.000748452,0.00068463,0.000767164,0.000819683,0.000703153,0.000763359,0.000707822,0.000701531,0.000733602,0.000812154,0.00074311,0.000816694,0.000701606,0.000682924,Metabolism,Nucleotide metabolism,Purine_metabolism,DPO3B dnaN; DNA polymerase III subunit beta
K02339,K02339: DNA polymerase III subunit chi,2.43E-05,5.68E-05,3.93E-05,7.16E-05,0,3.49E-05,5.33E-05,3.23E-05,2.98E-05,1.74E-05,0,2.92E-05,1.64E-05,2.31E-05,2.69E-05,2.89E-05,3.53E-05,0,5.20E-05,0,Metabolism,Nucleotide metabolism,Purine_metabolism,DPO3C holC; DNA polymerase III subunit chi
K02340,K02340: DNA polymerase III subunit delta,0.000389623,0.00055254,0.000450609,0.000483879,0.000636203,0.000515976,0.000511432,0.000509736,0.000497152,0.000457723,0.0006215,0.000572663,0.000506908,0.000473581,0.000678061,0.000501717,0.000566892,0.000443078,0.000523644,0.000467355,Metabolism,Nucleotide metabolism,Purine_metabolism,DPO3D1 holA; DNA polymerase III subunit delta
K02341,K02341: DNA polymerase III subunit delta',0.000592751,0.000697192,0.000623464,0.000703069,0.000609986,0.000534591,0.000653148,0.0005397,0.000625783,0.000578947,0.000633447,0.000687023,0.000554384,0.000575727,0.000580499,0.000605688,0.000598337,0.000589833,0.000605578,0.000632174,Metabolism,Nucleotide metabolism,Purine_metabolism,DPO3D2 holB; DNA polymerase III subunit delta'
K02342,K02342: DNA polymerase III subunit epsilon,0.000509227,0.000756239,0.000606834,0.00103114,0.000791758,0.000457804,0.000634221,0.000663032,0.00065014,0.000558557,0.000663285,0.000674556,0.000729409,0.000952763,0.000922721,0.000709442,0.000762947,0.00061844,0.000662352,0.000694247,Metabolism,Nucleotide metabolism,Purine_metabolism,DPO3E dnaQ; DNA polymerase III subunit epsilon
K02343,K02343: DNA polymerase III subunit gamma/tau,0.000426266,0.000502353,0.000561658,0.00065452,0.000471799,0.000442106,0.000475426,0.000465287,0.00056155,0.0005269,0.000493274,0.000519212,0.000444896,0.000536625,0.000534763,0.00051634,0.000479124,0.000582047,0.000469828,0.000508158,Metabolism,Nucleotide metabolism,Purine_metabolism,DPO3G dnaX; DNA polymerase III subunit gamma/tau
K02344,K02344: DNA polymerase III subunit psi,2.45E-05,0,0,0,0,0,2.96E-05,1.41E-05,0,0,0,3.20E-05,1.45E-05,0,0,1.58E-05,1.67E-05,0,1.50E-05,0,Metabolism,Nucleotide metabolism,Purine_metabolism,DPO3P holD; DNA polymerase III subunit psi
K02345,K02345: DNA polymerase III subunit theta,0.000100588,0,0,0,0,0,0,2.82E-05,0,0,4.71E-05,0,2.91E-05,0,0,0,3.35E-05,0,3.00E-05,0,Metabolism,Nucleotide metabolism,Purine_metabolism,DPO3T holE; DNA polymerase III subunit theta
K02346,K02346: DNA polymerase IV,0.000743209,0.000595463,0.000654277,0.000635985,0.000548371,0.000707724,0.000627952,0.000603486,0.000568548,0.000687941,0.000511801,0.000564237,0.000555943,0.000601601,0.000660512,0.000555605,0.000687106,0.000660047,0.000698096,0.000650519,None,None,None,None
K02348,K02348: ElaA protein,8.57E-05,1.83E-05,7.61E-05,0.000146068,4.13E-05,0.000103184,2.57E-05,0.000150209,0.000120988,6.80E-05,5.24E-05,5.61E-05,0.000132216,5.26E-05,2.60E-05,5.80E-05,5.65E-05,8.45E-05,6.90E-05,5.73E-05,None,None,None,None
K02352,K02352: drp35,0,0,0,0,0,7.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,None,None,None,None
K02355,K02355: elongation factor EF-G,0.00102877,0.00114063,0.00118742,0.00165467,0.00108942,0.00113257,0.00112099,0.00119636,0.00126376,0.00129552,0.00123872,0.00115454,0.0011194,0.00118829,0.00110291,0.00122941,0.000989085,0.00133656,0.0011294,0.00123589,None,None,None,None
K02356,K02356: elongation factor EF-P,0.000795173,0.000862369,0.00106602,0.00124496,0.000907664,0.000951143,0.000873738,0.000925782,0.00103297,0.00106304,0.00091487,0.000804535,0.000886945,0.00100579,0.000890653,0.000987167,0.000954356,0.00104176,0.000971369,0.00090311,None,None,None,None
K02357,K02357: elongation factor EF-Ts,0.000595318,0.000841196,0.000716336,0.00072112,0.000759519,0.00073814,0.000602578,0.000673961,0.000782385,0.00077695,0.000771833,0.000554015,0.000710374,0.000666713,0.000685102,0.000876782,0.000771296,0.000810939,0.000705072,0.00088821,None,None,None,None
K02358,K02358: elongation factor EF-Tu,0.000616116,0.000532918,0.00054746,0.000819521,0.000527067,0.000566057,0.000623618,0.00049697,0.000763404,0.000837802,0.000701592,0.000629604,0.000610263,0.000748048,0.00057075,0.000646401,0.00040999,0.000808412,0.000505382,0.000530854,None,None,None,None
K02361,K02361: isochorismate synthase,7.84E-05,0.000137296,3.13E-05,8.67E-05,0.000102229,8.33E-05,8.42E-05,9.03E-05,6.10E-05,4.20E-05,0.000118619,0.000103442,8.69E-05,0.000141149,0.000127245,6.99E-05,0.000138732,2.81E-05,0.000117472,9.18E-05,Metabolism,Metabolism of cofactors and vitamins,Ubiquinone_and_other_terpenoid-quinone_biosynthesis,entC; isochorismate synthase
K02362,K02362: enterobactin synthetase component D,1.57E-05,0,0,0,0,0,0,9.01E-06,0,0,0,0,9.30E-06,0,0,0,1.07E-05,0,9.59E-06,0,None,None,None,None
K02363,K02363: enterobactin 23-dihydroxybenzoate-AMP ligase /,1.55E-05,0,0,0,0,0,0,4.47E-06,1.26E-05,0,0,0,1.39E-05,0,0,3.90E-06,1.59E-05,0,1.43E-05,0,Metabolism,Metabolism of terpenoids and polyketides,Biosynthesis_of_siderophore_group_nonribosomal_peptides,entE dhbE vibE mxcE; 23-dihydroxybenzoate-AMP ligase
K02364,K02364: enterobactin synthetase component F,2.84E-05,4.32E-06,2.27E-06,3.99E-06,1.11E-05,3.90E-06,6.05E-06,1.48E-05,5.15E-06,1.19E-05,3.08E-06,0,1.72E-05,6.10E-06,0,4.99E-06,2.42E-05,7.96E-06,1.58E-05,1.52E-05,Metabolism,Metabolism of terpenoids and polyketides,Biosynthesis_of_siderophore_group_nonribosomal_peptides,entF; enterobactin synthetase component F
K02371,K02371: enoyl-[acyl carrier protein] reductase II,0.000482831,0.000529688,0.000401333,0.000438765,0.000593858,0.000546572,0.000644555,0.000601874,0.000446398,0.000483792,0.000589469,0.000658071,0.000588622,0.000603366,0.000628751,0.000533211,0.000633912,0.000476032,0.000673767,0.000509011,Metabolism,Lipid metabolism,Fatty_acid_biosynthesis,fabK; enoyl-[acyl-carrier protein] reductase II
K02372,K02372: 3R-hydroxymyristoyl ACP dehydrase,0.000924988,0.000908756,0.000781926,0.00101684,0.000985696,0.00097315,0.000901414,0.000821111,0.000954372,0.0009043,0.000880653,0.000999577,0.000807471,0.000896612,0.000993087,0.00102565,0.000999316,0.000814883,0.000867875,0.000989888,Metabolism,Lipid metabolism,Fatty_acid_biosynthesis,fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase
K02377,K02377: GDP-L-fucose synthase,0.000196187,0.000398828,0.000221358,0.000429179,0.000232262,0.000281684,0.000346938,0.000269596,0.000349596,0.000206412,0.00027744,0.00037335,0.000314919,0.000421503,0.000343155,0.000314376,0.00026717,0.000230066,0.000282851,0.000261795,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,TSTA3 fcl; GDP-L-fucose synthase
K02379,K02379: FdhD protein,6.25E-05,5.09E-05,8.30E-05,0.000112919,0.000111403,9.34E-05,0.000166385,0.000112664,5.62E-05,8.32E-05,0.000113451,7.55E-05,9.73E-05,8.83E-05,6.99E-05,7.52E-05,8.36E-05,9.58E-05,5.74E-05,6.82E-05,None,None,None,None
K02380,K02380: FdhE protein,4.18E-05,0,0,3.38E-05,2.86E-05,2.50E-05,2.59E-05,1.54E-05,0,1.65E-05,2.51E-05,0,8.10E-06,2.55E-05,1.32E-05,0,2.82E-05,8.57E-06,1.70E-05,2.80E-05,None,None,None,None
K02381,K02381: FdrA protein,8.25E-05,5.02E-06,1.04E-05,0,4.63E-05,2.72E-05,7.05E-06,3.48E-05,8.05E-06,1.89E-05,7.24E-06,0,2.68E-05,7.26E-06,0,2.31E-05,5.19E-05,1.40E-05,3.72E-05,1.57E-05,None,None,None,None
K02385,K02385: flagellar protein FlbD,0,0,4.16E-05,7.56E-05,0,3.66E-05,5.66E-05,3.46E-05,0,3.71E-05,0,0,3.57E-05,5.74E-05,0,0,0,3.74E-05,0,0,None,None,None,None
K02386,K02386: flagella basal body P-ring formation protein FlgA,3.62E-05,0,0,0,2.66E-05,2.16E-05,0,4.18E-05,6.94E-06,0,0,0,4.31E-05,0,0,6.65E-06,1.31E-05,6.29E-06,2.36E-05,1.15E-05,Cellular Processes,Cell motility,Flagellar_assembly,flgA; flagella basal body P-ring formation protein FlgA
K02387,K02387: flagellar basal-body rod protein FlgB,0.000162576,0.000174046,0.000178505,0.000255037,4.52E-05,0.000156473,6.14E-05,9.47E-05,0.000104945,0.000196216,9.19E-05,9.72E-05,0.000153933,6.22E-05,6.12E-05,8.33E-05,0.000176244,0.000200667,7.83E-05,4.42E-05,Cellular Processes,Cell motility,Flagellar_assembly,flgB; flagellar basal-body rod protein FlgB
K02388,K02388: flagellar basal-body rod protein FlgC,0.000318899,0.00017148,0.000294741,0.000249201,3.79E-05,8.64E-05,0.000101886,0.000119441,0.000198736,0.000261451,8.19E-05,5.91E-05,0.000138448,8.43E-05,7.71E-05,0.000246377,0.000138299,0.000249331,0.000104105,7.56E-05,Cellular Processes,Cell motility,Flagellar_assembly,flgC; flagellar basal-body rod protein FlgC
K02389,K02389: flagellar basal-body rod modification protein FlgD,0.000126505,0.000107954,0.000122469,0.000143589,5.21E-05,3.55E-05,7.16E-05,8.06E-05,6.89E-05,0.000123883,5.54E-05,4.13E-05,7.24E-05,3.86E-05,3.80E-05,8.33E-05,5.50E-05,0.000113271,3.30E-05,2.45E-05,Cellular Processes,Cell motility,Flagellar_assembly,flgD; flagellar basal-body rod modification protein FlgD
K02390,K02390: flagellar hook protein FlgE,0.000163623,0.000100916,8.99E-05,6.61E-05,3.48E-05,8.50E-05,3.20E-05,4.92E-05,8.89E-05,0.000112409,4.75E-05,8.42E-05,5.88E-05,6.54E-05,4.51E-05,0.000103391,6.96E-05,0.000107805,5.61E-05,3.58E-05,Cellular Processes,Cell motility,Flagellar_assembly,flgE; flagellar hook protein FlgE
K02391,K02391: flagellar basal-body rod protein FlgF,1.68E-05,0,2.37E-05,2.14E-05,1.16E-05,1.02E-05,1.60E-05,1.96E-05,2.76E-05,1.08E-05,0,0,5.04E-05,1.62E-05,0,9.07E-06,4.60E-05,1.07E-05,1.03E-05,1.13E-05,Cellular Processes,Cell motility,Flagellar_assembly,flgF; flagellar basal-body rod protein FlgF
K02392,K02392: flagellar basal-body rod protein FlgG,0.000239329,0.000335716,0.000283224,0.000333946,6.64E-05,0.000123289,0.000116494,0.000124631,0.000212432,0.000318238,0.000177292,0.000159431,0.000112208,5.88E-05,0.000146313,0.000251639,0.000193825,0.000273292,0.000125669,8.49E-05,Cellular Processes,Cell motility,Flagellar_assembly,flgG; flagellar basal-body rod protein FlgG
K02393,K02393: flagellar L-ring protein precursor FlgH,1.69E-05,0,1.20E-05,0,0,0,0,1.96E-05,2.68E-05,1.07E-05,0,2.00E-05,3.12E-05,0,0,1.73E-05,1.15E-05,1.08E-05,1.03E-05,2.37E-05,Cellular Processes,Cell motility,Flagellar_assembly,flgH; flagellar L-ring protein precursor FlgH
K02394,K02394: flagellar P-ring protein precursor FlgI,2.29E-05,0,1.58E-05,1.40E-05,0,6.80E-06,3.12E-05,2.60E-05,1.84E-05,1.41E-05,0,0,4.68E-05,0,0,1.76E-05,2.30E-05,1.42E-05,1.40E-05,7.17E-06,Cellular Processes,Cell motility,Flagellar_assembly,flgI; flagellar P-ring protein precursor FlgI
K02395,K02395: flagellar protein FlgJ,0.000167028,7.62E-05,3.47E-05,1.62E-05,0.000124132,0.000131239,8.31E-05,0.000111492,4.00E-05,4.60E-05,0.000108253,0.000103943,6.83E-05,4.87E-05,0.00014357,4.55E-05,0.00010535,2.31E-05,8.60E-05,0.00012079,None,None,None,None
K02396,K02396: flagellar hook-associated protein 1 FlgK,0.000104629,0.00017388,0.000166954,0.000161778,7.24E-05,0.000133289,0.000105862,5.84E-05,0.000135917,0.000160752,8.17E-05,6.12E-05,7.27E-05,7.32E-05,8.02E-05,0.000136464,0.000137991,0.000168543,1.00E-04,5.61E-05,Cellular Processes,Cell motility,Flagellar_assembly,flgK; flagellar hook-associated protein 1 FlgK
K02397,K02397: flagellar hook-associated protein 3 FlgL,7.86E-05,7.98E-05,0.000104584,0.000101407,3.97E-05,7.43E-05,6.95E-05,6.06E-05,8.19E-05,8.15E-05,2.91E-05,3.57E-05,5.27E-05,2.56E-05,4.05E-05,6.56E-05,0.000114926,0.000121738,6.13E-05,3.88E-05,Cellular Processes,Cell motility,Flagellar_assembly,flgL; flagellar hook-associated protein 3 FlgL
K02398,K02398: negative regulator of flagellin synthesis FlgM,0.000128168,0.000153601,0.000158933,5.69E-05,3.20E-05,0.000112045,8.62E-05,1.00E-04,7.43E-05,0.000112994,8.71E-05,9.32E-05,0.000161515,8.73E-05,8.58E-05,9.43E-05,0.000184254,0.000200204,0.000110388,6.20E-05,Cellular Processes,Cell motility,Flagellar_assembly,flgM; negative regulator of flagellin synthesis FlgM
K02399,K02399: flagella synthesis protein FlgN,3.06E-05,0,0,0,0,1.73E-05,0,3.46E-05,0,0,0,0,5.27E-05,2.91E-05,0,0,2.08E-05,0,1.87E-05,0,Cellular Processes,Cell motility,Flagellar_assembly,flgN; flagella synthesis protein FlgN
K02400,K02400: flagellar biosynthesis protein FlhA,0.000165797,9.09E-05,0.000127832,0.000139426,4.64E-05,9.00E-05,4.06E-05,7.74E-05,0.000131206,0.000163108,5.24E-05,6.83E-05,5.83E-05,8.17E-05,7.52E-05,0.000120104,9.24E-05,0.000114449,0.000114565,6.65E-05,Cellular Processes,Cell motility,Flagellar_assembly,flhA; flagellar biosynthesis protein FlhA
K02401,K02401: flagellar biosynthetic protein FlhB,0.000164018,0.000150361,0.00014199,0.000136323,3.16E-05,6.75E-05,8.68E-05,7.74E-05,0.000128565,0.000133545,6.59E-05,0.000104869,0.000107778,5.33E-05,4.24E-05,0.000129111,0.000116131,0.000134022,7.73E-05,7.75E-05,Cellular Processes,Cell motility,Flagellar_assembly,flhB; flagellar biosynthetic protein FlhB
K02402,K02402: flagellar transcriptional activator FlhC,2.20E-05,0,0,0,0,1.32E-05,0,2.49E-05,0,0,0,0,1.30E-05,2.07E-05,0,0,0,0,1.34E-05,0,Environmental Information Processing,Signal transduction,Two-component_system,flhC; flagellar transcriptional activator FlhC
K02403,K02403: flagellar transcriptional activator FlhD,3.55E-05,0,0,0,2.45E-05,0,0,2.04E-05,0,0,3.37E-05,0,2.10E-05,0,0,0,2.42E-05,0,2.17E-05,0,Environmental Information Processing,Signal transduction,Two-component_system,flhD; flagellar transcriptional activator FlhD
K02404,K02404: flagellar biosynthesis protein FlhF,3.87E-05,0.000117096,0.00011455,0.000104797,2.05E-05,6.72E-05,5.31E-05,2.66E-05,7.84E-05,0.000125048,3.91E-05,7.24E-05,4.65E-05,4.33E-05,2.82E-05,6.65E-05,8.27E-05,9.14E-05,5.91E-05,3.03E-05,None,None,None,None
K02405,K02405: RNA polymerase sigma factor for flagellar operon FliA,0.00016944,0.000185438,0.000183415,0.000163685,3.55E-05,0.000111376,4.68E-05,7.79E-05,0.000171136,0.000184622,0.00011025,8.55E-05,9.09E-05,6.34E-05,4.57E-05,0.000111618,0.000123228,0.000114739,0.000101651,3.36E-05,Environmental Information Processing,Signal transduction,Two-component_system,fliA; RNA polymerase sigma factor for flagellar operon FliA
K02406,K02406: flagellin,0.00037659,0.000339739,0.000504407,0.000490061,0.000144407,0.000188472,0.000194673,0.000252091,0.000514424,0.00051684,0.000206377,0.00023918,0.000157883,0.000237764,0.000127171,0.000455499,0.000328023,0.000521181,0.000196527,0.000140288,Environmental Information Processing,Signal transduction,Two-component_system,fliC; flagellin
K02407,K02407: flagellar hook-associated protein 2,0.00012633,0.000134497,0.000128373,0.000149481,4.34E-05,0.000106937,6.41E-05,5.87E-05,0.000127819,0.00011824,7.04E-05,9.13E-05,6.41E-05,4.68E-05,4.14E-05,0.000100722,0.000133095,0.000137478,9.33E-05,4.16E-05,Cellular Processes,Cell motility,Flagellar_assembly,fliD; flagellar hook-associated protein 2
K02408,K02408: flagellar hook-basal body complex protein FliE,0.000119024,0.000152114,0.00013105,0.000244378,5.20E-05,9.68E-05,7.01E-05,8.73E-05,0.000101822,0.000141965,0.000150649,0.000158348,0.000160348,0.000106274,7.36E-05,0.000137004,0.000129338,0.000189964,0.00011836,5.05E-05,Cellular Processes,Cell motility,Flagellar_assembly,fliE; flagellar hook-basal body complex protein FliE
K02409,K02409: flagellar M-ring protein FliF,6.26E-05,0.000110272,0.000113537,1.00E-04,2.18E-05,6.64E-05,2.96E-05,4.88E-05,9.21E-05,9.64E-05,3.70E-05,1.60E-05,6.36E-05,3.75E-05,5.17E-05,5.64E-05,8.43E-05,9.70E-05,6.24E-05,3.17E-05,Cellular Processes,Cell motility,Flagellar_assembly,fliF; flagellar M-ring protein FliF
K02410,K02410: flagellar motor switch protein FliG,0.000175216,0.000122858,0.000144998,0.000138887,3.43E-05,6.79E-05,7.04E-05,8.67E-05,9.33E-05,0.000152444,9.27E-05,7.53E-05,0.000104419,5.85E-05,4.66E-05,0.000133727,0.000118171,0.000129271,9.94E-05,6.81E-05,Cellular Processes,Cell motility,Bacterial_chemotaxis,fliG; flagellar motor switch protein FliG
K02411,K02411: flagellar assembly protein FliH,9.74E-05,6.96E-05,9.60E-05,0.000137428,3.24E-05,4.89E-05,4.18E-05,7.52E-05,4.34E-05,6.39E-05,2.88E-05,4.63E-05,7.85E-05,2.85E-05,4.47E-05,6.38E-05,8.52E-05,5.09E-05,5.95E-05,4.21E-05,Cellular Processes,Cell motility,Flagellar_assembly,fliH; flagellar assembly protein FliH
K02412,K02412: flagellum-specific ATP synthase,0.00018423,9.94E-05,0.000131812,0.000141655,6.92E-05,0.000139906,8.52E-05,8.43E-05,0.000114964,0.000128025,5.21E-05,0.00010175,6.30E-05,8.65E-05,4.59E-05,0.00014099,0.000115716,0.000140839,7.81E-05,7.81E-05,Cellular Processes,Cell motility,Flagellar_assembly,fliI; flagellum-specific ATP synthase
K02413,K02413: flagellar FliJ protein,0.000142457,0.000153225,0.000157392,0.000178909,3.94E-05,3.46E-05,8.04E-05,6.60E-05,9.26E-05,8.78E-05,5.41E-05,5.79E-05,5.07E-05,5.43E-05,5.39E-05,4.40E-05,0.000116125,0.000105294,3.50E-05,3.82E-05,Cellular Processes,Cell motility,Flagellar_assembly,fliJ; flagellar FliJ protein
